input_text,product,quantity,price_satuan,pattern
mau seblak mie korea jumlahnya 3 ya kak [SEP] oke seblak mie korea harga 12rb total rp36rb ya kak,seblak mie korea,3,12000,2
minta 5 bakso urat dong kak [SEP] bakso urat rp 44.000 ya kak jadi rp220rb,bakso urat,5,44000,3
pesan 9 pecal kecomprangjus dong [SEP] noted kak pecal kecomprangjus 23.000 per porsi totalnya rp 207.000,pecal kecomprangjus,9,23000,3
"order 1 soursop juice, terus nasi cumi asam pedas nya 1 [SEP] baik kak, 1 soursop juice (21rb) + 1 nasi cumi asam pedas (15rb) = 36.000 ya",soursop juice & nasi cumi asam pedas,1 & 1,-1,4
mau sop saudara masakan jumlahnya 8 [SEP] oke sop saudara masakan harga 52 ribu total rp 416.000 ya kak,sop saudara masakan,8,52000,1
beli 9 minced chicken basil dong [SEP] noted kak minced chicken basil rp24rb per porsi totalnya 216rb,minced chicken basil,9,24000,3
mau ifumie kuah goreng jumlahnya 9 ya [SEP] baik kak,ifumie kuah goreng,9,-1,2
mnt 2 kings chicken cheeseburger dong [SEP] noted kak kings chicken cheeseburger 11.000 per porsi totalnya 22 ribu,kings chicken cheeseburger,2,11000,3
6 brownies glossy nih [SEP] oke siap kak,brownies glossy,6,-1,2
min dumpling ayam bakar 3 kak [SEP] siap kak,dumpling ayam bakar,3,-1,3
pesan 6 soto daging seger dong kak [SEP] noted kak soto daging seger rp74rb per porsi totalnya rp444rb,soto daging seger,6,74000,2
bu bisa pesan 9 jus jeruk jumbo ya kak [SEP] oke kak jus jeruk jumbo harganya rp 3.000 totalnya rp 27.000,jus jeruk jumbo,9,3000,2
pesen nasi telur sambal ijo nya 8 porsi kak [SEP] oke kak pesanannya masuk ya,nasi telur sambal ijo,8,-1,1
minta 10 teh hijau cold [SEP] siap kak teh hijau cold 16.000 per porsi total 160rb ya,teh hijau cold,10,16000,2
2 nasi gila nih [SEP] baik kak nasi gila rp23rb satuan totalnya rp 46.000,nasi gila,2,23000,2
"mbak mau 4 cookies and scream sama 1 nasi jeruk dong kak [SEP] siap kak, cookies and scream 46rb dan nasi jeruk 41rb, jadi total 225 ribu ya",cookies and scream & nasi jeruk,4 & 1,-1,4
"pesan ayam rica rica 1 porsi dan ayam cha jamur 5 porsi ya [SEP] siap kak, ayam rica rica rp26rb dan ayam cha jamur 74.000, jadi total rp396rb ya",ayam rica rica & ayam cha jamur,1 & 5,-1,4
"mbak nasi ayam geprekes susu 2 sama keju kacang coklat wijen susu 1 kak [SEP] oke kak nasi ayam geprekes susu 2 dan keju kacang coklat wijen susu 1, totalnya 113k",nasi ayam geprekes susu & keju kacang coklat wijen susu,2 & 1,-1,4
pesan 7 mie aceh kepiting kak [SEP] sip kak mie aceh kepiting hrgny 33.000 totalnya 231.000,mie aceh kepiting,7,33000,3
mbak mau pesen 8 nasi gila nih [SEP] siap kak nasi gila rp40rb per porsi total rp320rb ya,nasi gila,8,40000,1
kak mau order 4 ayam clbk pbawah nih [SEP] ayam clbk pbawah rp44rb ya kak jadi 176k,ayam clbk pbawah,4,44000,2
minta 6 jus jeruk jumbo dong kak [SEP] baik kak,jus jeruk jumbo,6,-1,1
pesan 10 es kopi susu gula aren dong [SEP] oke siap kak,es kopi susu gula aren,10,-1,3
pesan 2 chicken burger deluxe [SEP] noted kak chicken burger deluxe 13rb per porsi totalnya 26rb,chicken burger deluxe,2,13000,2
kak mau order 7 nasi ayam geprekes susu [SEP] oke kak nasi ayam geprekes susu harganya rp 42.000 totalnya rp294rb,nasi ayam geprekes susu,7,42000,1
pesan 9 mie kuah special ya kak [SEP] siap mie kuah special rp 23.000 totalnya 207k kak,mie kuah special,9,23000,1
"pak mau 5 es kopi susu sama 3 taiyaki ice cream uji matcha kak [SEP] noted kak es kopi susu 5 porsi rp56rb sama taiyaki ice cream uji matcha 3 porsi rp62rb, total rp466rb",es kopi susu & taiyaki ice cream uji matcha,5 & 3,-1,4
order kwetiau goreng udangcumi pedas sekali 3 [SEP] siap kak kwetiau goreng udangcumi pedas sekali 74rb per porsi total rp222rb ya,kwetiau goreng udangcumi pedas sekali,3,74000,2
pesan 9 bluder taro dong kak,bluder taro,9,-1,3
kk mau pesen 8 ayam asam manis nih [SEP] oke kak ayam asam manis harganya 9.000 totalnya 72 ribu,ayam asam manis,8,9000,2
"mbak susu strawberry 5 sama pandan boba w fresh milk 4 nih [SEP] baik kak, 5 susu strawberry (48k) + 4 pandan boba w fresh milk (rp8rb) = rp 272.000 ya",susu strawberry & pandan boba w fresh milk,5 & 4,-1,4
order nila penyet nasi 8 [SEP] oke kak pesanannya masuk ya,nila penyet nasi,8,-1,1
"min pesen 1 ayam dada dan 5 indomie mamak spesial otako kak [SEP] siap kak, ayam dada rp34rb dan indomie mamak spesial otako 64k, jadi total 354 ribu ya",ayam dada & indomie mamak spesial otako,1 & 5,-1,4
bu boneless fried chicken regular 3 ya [SEP] boneless fried chicken regular 56 ribu ya kak jadi rp168rb,boneless fried chicken regular,3,56000,2
beli 2 mie ayam telor dong [SEP] siap mie ayam telor 55.000 totalnya rp 110.000 kak,mie ayam telor,2,55000,2
"pak mau 5 chicken chop sama 2 nasi sayur matasapi kak [SEP] baik kak, 5 chicken chop (67 ribu) + 2 nasi sayur matasapi (66 ribu) = rp467rb ya",chicken chop & nasi sayur matasapi,5 & 2,-1,4
mbak mau pesen 2 ayam recheese refftwo tanpa nasi ya [SEP] baik kak ayam recheese refftwo tanpa nasi 55rb satuan totalnya rp110rb,ayam recheese refftwo tanpa nasi,2,55000,1
kak ayam recheese refftwo tanpa nasi 7 dong [SEP] oke siap kak,ayam recheese refftwo tanpa nasi,7,-1,3
pesen nasi sayur asem nya 7 porsi ya [SEP] oke kak nasi sayur asem harganya 65k totalnya 455rb,nasi sayur asem,7,65000,3
kak maauuu order 3 nasi manyung wader dong kak [SEP] nasi manyung wader 72rb ya kak jadi rp 216.000,nasi manyung wader,3,72000,3
minta 4 rice bowl ayam lada hitam ya [SEP] oke rice bowl ayam lada hitam harga rp 16.000 total rp64rb ya kak,rice bowl ayam lada hitam,4,16000,1
mau nasi jeruk jumlahnya 7 nih [SEP] oke kak pesanannya masuk ya,nasi jeruk,7,-1,3
pak 5 thai tea sedang dong [SEP] oke kak thai tea sedang harganya 29.000 totalnya 145k,thai tea sedang,5,29000,2
minta 1 teh manis kak [SEP] oke noted,teh manis,1,-1,2
mas 2 telur ayam dadar nih [SEP] oke siap kak,telur ayam dadar,2,-1,1
"mbak pesen 5 iced cafe latte large dan 3 sausages bowl dong [SEP] oke kak iced cafe latte large 5 dan sausages bowl 3, totalnya rp312rb",iced cafe latte large & sausages bowl,5 & 3,-1,4
beli 2 es boba avocado [SEP] noted kak es boba avocado 26 ribu per porsi totalnya 52rb,es boba avocado,2,26000,2
kak es kopi susu 2 nih [SEP] noted kak es kopi susu 10.000 per porsi totalnya 20.000,es kopi susu,2,10000,3
beli 6 kings chicken cheeseburger dong [SEP] oke kak kings chicken cheeseburger harganya 9.000 totalnya 54.000,kings chicken cheeseburger,6,9000,1
"kak bebek penyet nasi 1 sama nasi penyet ayam bakwan 5 dong [SEP] noted kak bebek penyet nasi 1 porsi 16k sama nasi penyet ayam bakwan 5 porsi 74k, total 386.000",bebek penyet nasi & nasi penyet ayam bakwan,1 & 5,-1,4
pesan 5 kwetiau kangkung belacan dong [SEP] noted kak kwetiau kangkung belacan rp 60.000 per porsi totalnya 300 ribu,kwetiau kangkung belacan,5,60000,2
pesan 10 tahu bulat dong kak,tahu bulat,10,-1,3
"kak pesen 5 roti rasa nasi goreng spesial dan 2 teh thailand kak [SEP] noted kak roti rasa nasi goreng spesial 5 porsi 74 ribu sama teh thailand 2 porsi 42k, total rp454rb",roti rasa nasi goreng spesial & teh thailand,5 & 2,-1,4
pesen bakso mix nya 5 porsi dong kak [SEP] oke bakso mix harga 47.000 total 235.000 ya kak,bakso mix,5,47000,1
8 bakso super ya [SEP] oke bakso super harga 9rb total 72 ribu ya kak,bakso super,8,9000,2
boleh pesan 3 lamian ayam tim ya kak [SEP] noted kak lamian ayam tim rp 53.000 per porsi totalnya rp 159.000,lamian ayam tim,3,53000,2
beli 2 yaki soba chicken ya kak [SEP] baik kak yaki soba chicken 43 ribu satuan totalnya rp 86.000,yaki soba chicken,2,43000,1
pesan 8 soto pisah ayamkulit dong kak [SEP] siap soto pisah ayamkulit rp44rb totalnya rp352rb kak,soto pisah ayamkulit,8,44000,2
bu es ceria fload 10 ya kak [SEP] uke es ceria fload harga 4 rebu ttl 40rb ya kak,es ceria fload,10,4000,3
boleh pesan 10 ayam sambel matah kak [SEP] siap ayam sambel matah 24.000 totalnya 240.000 kak,ayam sambel matah,10,24000,2
kailan daging ayam 10 bungkus ya kk [SEP] siap kak kailan daging ayam 17k per porsi total 170rb ya,kailan daging ayam,10,17000,2
mbaak bisa book 4 mie aceh cemek daging ya [SEP] mie aceh cemek daging 74.000 ya kak jadi 296 ribu,mie aceh cemek daging,4,74000,3
1 pizza molen chicken [SEP] siap kak pizza molen chicken 52rb per porsi total rp52rb ya,pizza molen chicken,1,52000,1
"mbak pesen 5 rice bowl ayam dan 5 dark chocolate brownies square nih [SEP] siap kak, rice bowl ayam 6k dan dark chocolate brownies square 53 ribu, jadi total 295k ya",rice bowl ayam & dark chocolate brownies square,5 & 5,-1,4
"pesan chicken modanyaki reguler 4 porsi dan korean chicken buldak 3 porsi dong [SEP] noted kak chicken modanyaki reguler 4 porsi 13rb sama korean chicken buldak 3 porsi 74.000, total 274.000",chicken modanyaki reguler & korean chicken buldak,4 & 3,-1,4
2 miesua pansit polos sayur dong [SEP] baik kak,miesua pansit polos sayur,2,-1,1
"mbak pesen 2 ayam goreng kentukypotong dan 4 brownies sekat kecil kak [SEP] baik kak, 2 ayam goreng kentukypotong (rp6rb) + 4 brownies sekat kecil (62rb) = 260rb ya",ayam goreng kentukypotong & brownies sekat kecil,2 & 4,-1,4
"pesan nasi campur hoghock 5 porsi dan bakso tumpeng lava 3 porsi dong [SEP] oke kak nasi campur hoghock 5 dan bakso tumpeng lava 3, totalnya rp516rb",nasi campur hoghock & bakso tumpeng lava,5 & 3,-1,4
beli 9 cookies cream layers ya kak [SEP] noted kak cookies cream layers 33rb per porsi totalnya 297.000,cookies cream layers,9,33000,2
"kk mau 4 nasi sayur asem sama 2 ayam kampung bakar kacang kak [SEP] baik kak, 4 nasi sayur asem (8.000) + 2 ayam kampung bakar kacang (48rb) = 128 ribu ya",nasi sayur asem & ayam kampung bakar kacang,4 & 2,-1,4
mau jus mangga jumlahnya 1 kak [SEP] noted kak jus mangga 34.000 per porsi totalnya rp34rb,jus mangga,1,34000,2
bu mau pesen 2 bakso pentol kak [SEP] oke kak bakso pentol hrgny 4.000 totalnya 8.000,bakso pentol,2,4000,3
pesen bakso pentelll nya 2 porsi kak [SEP] siap bakso pentelll rp59rb totalnya 118.000 kak,bakso pentelll,2,59000,2
"pesan nasi lodeh menantea 4 porsi dan nasi padang 1 porsi kak [SEP] baik kak, 4 nasi lodeh menantea (21.000) + 1 nasi padang (21 ribu) = 105rb ya",nasi lodeh menantea & nasi padang,4 & 1,-1,4
beli 5 kopi susu kurma ya [SEP] siap kak kopi susu kurma 49 ribu per porsi total rp 245.000 ya,kopi susu kurma,5,49000,1
mas ter miss you latte 7 ya kak,ter miss you latte,7,-1,1
mbak teh susu tersayang 5 kak [SEP] siap teh susu tersayang 61k totalnya 305k kak,teh susu tersayang,5,61000,1
kk 9 kopi susu sederhana ya [SEP] oke kopi susu sederhana harga 13k total 117rb ya kak,kopi susu sederhana,9,13000,1
5 mie kobong ikan suwir nih [SEP] oke kak mie kobong ikan suwir harganya 64rb totalnya 320.000,mie kobong ikan suwir,5,64000,2
pesan 5 nasi kotak ayam panggang nih [SEP] oke siap kak,nasi kotak ayam panggang,5,-1,1
mau sop kambing masakan jumlahnya 8 ya [SEP] sop kambing masakan 41 ribu ya kak jadi 328 ribu,sop kambing masakan,8,41000,1
bang mau pesen 5 nila penyet nasi nih [SEP] oke kak nila penyet nasi harganya rp 60.000 totalnya rp300rb,nila penyet nasi,5,60000,1
pesen kwetiau kangkung belacan nya 10 porsi [SEP] shap kak kwetiau kangkung belacan rp 59.000 per porsi total 590k ya,kwetiau kangkung belacan,10,59000,3
minta 8 nasi campur ya kak [SEP] siap nasi campur 75.000 totalnya 600.000 kak,nasi campur,8,75000,1
bakso kosong 4 bungkus ya min [SEP] siap bakso kosong rp 59.000 totalnya 236rb kak,bakso kosong,4,59000,1
boleh pesan 3 nasi penyetan ayam ya [SEP] okeh kak nasi penyetan ayam harganya rp 34.000 totalnya rp 102.000,nasi penyetan ayam,3,34000,3
bang order cookies conrflake coklat mede 9 dong [SEP] oke cookies conrflake coklat mede harga rp 41.000 total 369k ya kak,cookies conrflake coklat mede,9,41000,2
boleh pesan 4 mie rebus dong kak [SEP] siap mie rebus 14 ribu totalnya rp 56.000 kak,mie rebus,4,14000,2
pesen mie rebus nya 9 porsi kak [SEP] oke mie rebus harga 73k total rp 657.000 ya kak,mie rebus,9,73000,1
"bu pesen 2 ayam clbk pbawah dan 4 telur gulung bakso [SEP] noted kak ayam clbk pbawah 2 porsi 40k sama telur gulung bakso 4 porsi rp 12.000, total 128.000",ayam clbk pbawah & telur gulung bakso,2 & 4,-1,4
"bihun kuah seafood telur bebek 1 bungkus dan 5 nasi penyet ayam sambal pencit nih [SEP] baik kak, 1 bihun kuah seafood telur bebek (rp 41.000) + 5 nasi penyet ayam sambal pencit (74 ribu) = rp411rb ya",bihun kuah seafood telur bebek & nasi penyet ayam sambal pencit,1 & 5,-1,4
kk 3 nasi lodeh menantea dong kak [SEP] nasi lodeh menantea 24.000 ya kak jadi 72k,nasi lodeh menantea,3,24000,3
beli 7 es pisang ijo [SEP] baik kak es pisang ijo 57rb satuan totalnya 399k,es pisang ijo,7,57000,3
nasi ayam geprekes teh 1 bungkus ya [SEP] siap kak nasi ayam geprekes teh 48rb per porsi total 48.000 ya,nasi ayam geprekes teh,1,48000,2
kk 10 tahu bulat nih [SEP] tahu bulat 73rb ya kak jadi 730 ribu,tahu bulat,10,73000,2
bu 6 bihun kuah seafood telur bebek kak [SEP] oke bihun kuah seafood telur bebek harga 60k total 360 ribu ya kak,bihun kuah seafood telur bebek,6,60000,2
pesen soto ranjau nya 5 porsi kak [SEP] oke kak soto ranjau harganya 56 ribu totalnya rp 280.000,soto ranjau,5,56000,2
kak 4 bihun daging ikan goreng dong kak,bihun daging ikan goreng,4,-1,2
"order 4 nasi gembung sambal ijo, terus tahu bakso ranjau nya 1 [SEP] noted kak nasi gembung sambal ijo 4 porsi 45k sama tahu bakso ranjau 1 porsi 41rb, total 221 ribu",nasi gembung sambal ijo & tahu bakso ranjau,4 & 1,-1,4
mau 4 spaghetti alfredo chicken dong [SEP] spaghetti alfredo chicken rp25rb ya kak jadi 100k,spaghetti alfredo chicken,4,25000,1
susu hangat 4 bungkus ya [SEP] oke kak susu hangat harganya 5 ribu totalnya 20rb,susu hangat,4,5000,2
ayam pukpuk mie keju 4 bungkus ya kk [SEP] oke kak ayam pukpuk mie keju harganya rp 27.000 totalnya 108 ribu,ayam pukpuk mie keju,4,27000,1
minta 7 nasi goreng putih jumbo kak [SEP] oke nasi goreng putih jumbo harga rp41rb total 287.000 ya kak,nasi goreng putih jumbo,7,41000,1
"pesan es kopi rum 5 porsi dan es teller sobat 2 porsi dong [SEP] baik kak, 5 es kopi rum (42k) + 2 es teller sobat (23k) = rp256rb ya",es kopi rum & es teller sobat,5 & 2,-1,4
"kk dark chocolate brownies square 1 sama nasi bungkus paru 4 dong [SEP] noted kak dark chocolate brownies square 1 porsi 59rb sama nasi bungkus paru 4 porsi 13k, total 111.000",dark chocolate brownies square & nasi bungkus paru,1 & 4,-1,4
pak esteh red velvet medium 6 dong [SEP] oke esteh red velvet medium harga 51.000 total 306rb ya kak,esteh red velvet medium,6,51000,2
min 2 ayam pukpuk mie keju dong kak [SEP] oke kak ayam pukpuk mie keju harganya 75k totalnya 150rb,ayam pukpuk mie keju,2,75000,3
"kk mau 2 susu kedelai sama 2 green tea latte kak [SEP] baik kak, 2 susu kedelai (rp53rb) + 2 green tea latte (15rb) = 136rb ya",susu kedelai & green tea latte,2 & 2,-1,4
boleh pesan 1 jagung susu keju mozarella kak [SEP] oke kak jagung susu keju mozarella harganya rp58rb totalnya 58.000,jagung susu keju mozarella,1,58000,1
mau 3 classic crispy chicken burger kak [SEP] oke classic crispy chicken burger harga 63.000 total 189 ribu ya kak,classic crispy chicken burger,3,63000,1
"mas mau 4 ayam penyet a sama 1 indomie goreng daging nih [SEP] siap kak, ayam penyet a 74 ribu dan indomie goreng daging rp17rb, jadi total 313 ribu ya",ayam penyet a & indomie goreng daging,4 & 1,-1,4
min order seblak bakso sosis 10 dong [SEP] oke kak seblak bakso sosis harganya rp72rb totalnya 720rb,seblak bakso sosis,10,72000,1
bu order cereal chicken ala carte 4 ya [SEP] cereal chicken ala carte 26rb ya kak jadi rp104rb,cereal chicken ala carte,4,26000,3
mbaak 10 ayam goreng kalasanpotong nih [SEP] noted kak ayam goreng kalasanpotong 29 rebu per porsi totalnya rp 290.000,ayam goreng kalasanpotong,10,29000,3
"oreo smoothiesblend 2 bungkus dan 5 nasi penyet telortempetahu ya kak [SEP] noted kak oreo smoothiesblend 2 porsi 61 ribu sama nasi penyet telortempetahu 5 porsi rp54rb, total rp392rb",oreo smoothiesblend & nasi penyet telortempetahu,2 & 5,-1,4
beli 6 nasi udang asam manis nih [SEP] siap nasi udang asam manis 74 ribu totalnya 444.000 kak,nasi udang asam manis,6,74000,2
pesen nasi gembung sambal ijo nya 9 porsi kak [SEP] noted kak nasi gembung sambal ijo 61 ribu per porsi totalnya 549 ribu,nasi gembung sambal ijo,9,61000,1
pak 4 ayam kfc nasi dong kak [SEP] oke kak pesanannya masuk ya,ayam kfc nasi,4,-1,2
min nasi goreng kambing 4 nih [SEP] baik kak nasi goreng kambing 67 ribu satuan totalnya rp 268.000,nasi goreng kambing,4,67000,2
"kak mau 3 crispy chicken with sambal hainan sama 2 es buah [SEP] siap kak, crispy chicken with sambal hainan rp31rb dan es buah 32rb, jadi total 157 ribu ya",crispy chicken with sambal hainan & es buah,3 & 2,-1,4
kak mau pesen 9 nasi goreng seafood dong kak [SEP] baik kak,nasi goreng seafood,9,-1,1
mau mie ayam geprek jumlahnya 6 ya [SEP] oke noted,mie ayam geprek,6,-1,3
tawar susu keju 6 bungkus ya bang [SEP] oke tawar susu keju harga rp 23.000 total rp138rb ya kak,tawar susu keju,6,23000,2
mau 7 chicken teriyaki ramen dong [SEP] oke chicken teriyaki ramen harga 52 ribu total 364rb ya kak,chicken teriyaki ramen,7,52000,2
mas mau pesen 4 buffalo chicken wings dong [SEP] oke buffalo chicken wings harga 68rb total 272.000 ya kak,buffalo chicken wings,4,68000,1
