input_text,product,quantity,price_satuan,pattern
mau 2 chicken spaghetty dong kak [SEP] chicken spaghetty 24rb ya kak jadi 48rb,chicken spaghetty,2,24000,2
7 es timun serut ya kak [SEP] es timun serut 22k ya kak jadi 154rb,es timun serut,7,22000,3
kak bisa pesan 6 hatchi box matcha ichigo [SEP] siap kak hatchi box matcha ichigo 67k per porsi total 402.000 ya,hatchi box matcha ichigo,6,67000,3
1 ayam goreng church texas dada ya kak [SEP] baik kak ayam goreng church texas dada 4.000 satuan totalnya rp4rb,ayam goreng church texas dada,1,4000,1
kak mau order 4 kopi susu caramel kak [SEP] siap kak kopi susu caramel 21 ribu per porsi total rp 84.000 ya,kopi susu caramel,4,21000,2
boleh pesan 9 es gulo bobba m dong [SEP] es gulo bobba m 27 ribu ya kak jadi 243k,es gulo bobba m,9,27000,2
minta 8 kwetiau penang seafood goreng belacan ya kak [SEP] oke kwetiau penang seafood goreng belacan harga rp46rb total rp 368.000 ya kak,kwetiau penang seafood goreng belacan,8,46000,2
kak mau order 6 chicken strip roll kak [SEP] siap kak chicken strip roll rp 7.000 per porsi total 42.000 ya,chicken strip roll,6,7000,1
mbak 10 mihun goreng telur ya kak [SEP] shaps kak mihun goreng telur 15rb per porsi ttl rp150rb ya,mihun goreng telur,10,15000,3
pesan 2 mie goreng miramar dong [SEP] mie goreng miramar 74rb ya kak jadi rp148rb,mie goreng miramar,2,74000,2
kak mau order 10 soto campur telur muda ya [SEP] siap soto campur telur muda 13k totalnya 130 ribu kak,soto campur telur muda,10,13000,1
min bisa pesan 9 es drink bengbeng dong kak [SEP] ciap es drink bengbeng rp38rb totalnya 342 rb kak,es drink bengbeng,9,38000,3
7 combo ayam geprek sambl matah ya kak [SEP] oke kak pesanannya masuk ya,combo ayam geprek sambl matah,7,-1,3
mbak mau pesen 5 nasi chicken lada hitam nih [SEP] noted kak nasi chicken lada hitam 34 ribu per porsi totalnya 170 ribu,nasi chicken lada hitam,5,34000,1
maok 6 nasi ayam kulit crispy dong [SEP] siap nasi ayam kulit crispy 39 rbu totalnya 234.000 kak,nasi ayam kulit crispy,6,39000,3
kak mau order 9 nasi ayam sambal ijo barokah kak [SEP] nasi ayam sambal ijo barokah rp 47.000 ya kak jadi rp 423.000,nasi ayam sambal ijo barokah,9,47000,2
pak 5 original chicken [SEP] baik kak original chicken 6.000 satuan totalnya 30.000,original chicken,5,6000,2
beli 2 nasi telor ya [SEP] baik kak nasi telor rp64rb satuan totalnya 128.000,nasi telor,2,64000,1
pesan 1 nasi hainan bbq combo dong [SEP] siap kak nasi hainan bbq combo rp46rb per porsi total rp46rb ya,nasi hainan bbq combo,1,46000,2
kk 5 nasi goreng dendeng lemak sapi ya kak [SEP] nasi goreng dendeng lemak sapi 45.000 ya kak jadi 225k,nasi goreng dendeng lemak sapi,5,45000,2
10 es black cao pandan kak [SEP] siap kak,es black cao pandan,10,-1,1
min mau pesen 7 keripik tempe goreng dong [SEP] noted kak keripik tempe goreng rp24rb per porsi totalnya 168.000,keripik tempe goreng,7,24000,1
pesan 9 lemon smoothies ya kak [SEP] noted kak lemon smoothies rp48rb per porsi totalnya 432rb,lemon smoothies,9,48000,2
minta 7 telur ayam ceplok ya kak [SEP] oke kak pesanannya masuk ya,telur ayam ceplok,7,-1,2
kak mau pesen 1 chicken run kak [SEP] baik kak,chicken run,1,-1,2
pesan 7 nasi tahu sambelan terasi kak [SEP] baik kak nasi tahu sambelan terasi rp73rb satuan totalnya 511k,nasi tahu sambelan terasi,7,73000,2
beli 3 cookies n cream boba milk nih [SEP] siap cookies n cream boba milk 59 rebu totalnya rp177rb kak,cookies n cream boba milk,3,59000,3
min 5 latte tiramisu [SEP] noted kak latte tiramisu rp75rb per porsi totalnya 375 ribu,latte tiramisu,5,75000,2
7 tahu bakso daging sapi ya kak [SEP] siap tahu bakso daging sapi rp 68.000 totalnya 476 ribu kak,tahu bakso daging sapi,7,68000,2
kk bisa pesan 2 nasi pecelurap empal ya kak [SEP] siap kak nasi pecelurap empal 46k per porsi total 92k ya,nasi pecelurap empal,2,46000,1
min 3 kwetiaw goreng dong [SEP] siap kak kwetiaw goreng 8rb per porsi total 24 ribu ya,kwetiaw goreng,3,8000,1
mau 1 brocoli ayam lada hitam kak [SEP] noted kak brocoli ayam lada hitam 40.000 per porsi totalnya rp 40.000,brocoli ayam lada hitam,1,40000,2
kak mau order 9 coklat susu keju dong [SEP] oke coklat susu keju harga 50 ribu total 450 ribu ya kak,coklat susu keju,9,50000,2
kak mau order 2 ayam kebuli perpotong paha [SEP] siap ayam kebuli perpotong paha 72k totalnya rp144rb kak,ayam kebuli perpotong paha,2,72000,2
mas bisa pesan 5 susu dingin [SEP] oke kak susu dingin hrgny 62 ribu totalnya 310k,susu dingin,5,62000,3
pesan 5 es nutrisari jeruk nipis ya kak,es nutrisari jeruk nipis,5,-1,3
minta 5 mie goreng ayam ya kak [SEP] siap kak,mie goreng ayam,5,-1,1
minta 9 nasi sop daging [SEP] siap kak nasi sop daging rp70rb per porsi total rp 630.000 ya,nasi sop daging,9,70000,1
mau 4 mie aceh special hrd ya kak [SEP] noted kak mie aceh special hrd rp 54.000 per porsi totalnya 216.000,mie aceh special hrd,4,54000,3
kak mau order 8 soto pekalongan masakan ya [SEP] soto pekalongan masakan rp 14.000 ya kak jadi 112rb,soto pekalongan masakan,8,14000,1
6 lontong ayam ya kak [SEP] oke lontong ayam harga 33k total 198.000 ya kak,lontong ayam,6,33000,2
8 es kopi seram dong [SEP] noted kak es kopi seram 51 ribu per porsi totalnya 408 ribu,es kopi seram,8,51000,1
kak mau order 4 cumi masak hitam ori dong [SEP] siap cumi masak hitam ori rp27rb totalnya rp 108.000 kak,cumi masak hitam ori,4,27000,2
min bisa pesan 6 bihun goreng udang dong [SEP] baik kak bihun goreng udang 70k satuan totalnya rp420rb,bihun goreng udang,6,70000,2
beli 4 chicken black paper ya [SEP] noted kak chicken black paper 9k per porsi totalnya 36 ribu,chicken black paper,4,9000,1
3 pancong susu ya kak [SEP] oke kak pancong susu harganya rp43rb totalnya rp129rb,pancong susu,3,43000,1
10 ice db latte ya [SEP] ice db latte 39rb ya kak jadi rp 390.000,ice db latte,10,39000,2
pesan 3 nasi jagung jumbo ya [SEP] nasi jagung jumbo 52rb ya kak jadi 156.000,nasi jagung jumbo,3,52000,1
mas bisa pesan 9 indomie rebus special ya [SEP] noted kak indomie rebus special 10rb per porsi totalnya 90 ribu,indomie rebus special,9,10000,1
1 mie goreng jawa kak [SEP] oke kak mie goreng jawa harganya 68rb totalnya rp 68.000,mie goreng jawa,1,68000,1
mbak mau pesen 1 boba freshmilk with dalgona [SEP] oke boba freshmilk with dalgona harg 9 ribu total 9k ya kak,boba freshmilk with dalgona,1,9000,3
kak mau order 3 boba freshmilk with dalgona ya kak [SEP] oke boba freshmilk with dalgona harga rp 27.000 total rp81rb ya kak,boba freshmilk with dalgona,3,27000,1
7 thai chili chicken burger nih [SEP] noted kak thai chili chicken burger 67 ribu per porsi totalnya 469k,thai chili chicken burger,7,67000,1
beli 4 ayam lima dong [SEP] siap kak ayam lima 17 ribu per porsi total 68rb ya,ayam lima,4,17000,2
beli 1 es tea nih [SEP] siap kak es tea 19 ribu per porsi total 19.000 ya,es tea,1,19000,1
minta 10 ayam jamur nih [SEP] oke siap kak,ayam jamur,10,-1,2
7 roti cube ayam woku dong kak [SEP] roti cube ayam woku rp 47.000 ya kak jadi 329.000,roti cube ayam woku,7,47000,2
pesan 10 es kopi main hati kak [SEP] siap kak es kopi main hati 16 ribu per porsi total 160rb ya,es kopi main hati,10,16000,2
kak mau order 3 ares sayur ya [SEP] baik kak ares sayur 32rb satuan totalnya rp96rb,ares sayur,3,32000,1
minta 7 luwak dingin susu kak [SEP] siap kak,luwak dingin susu,7,-1,1
beli 2 combo ayam geprek sambal moza nih [SEP] combo ayam geprek sambal moza 48rb ya kak jadi rp96rb,combo ayam geprek sambal moza,2,48000,1
kak mau order 7 chicken ramen dong kak [SEP] chicken ramen 34k ya kak jadi 238rb,chicken ramen,7,34000,2
min mau pesen 1 just sausage dong [SEP] noted kak just sausage 3 ribu per porsi totalnya 3 ribu,just sausage,1,3000,2
beli 8 es krim ya kak [SEP] baik kak es krim 18.000 satuan totalnya rp 144.000,es krim,8,18000,1
kak mau pesen 4 corndog bakso sapi ya [SEP] siap kak,corndog bakso sapi,4,-1,3
1 es regalin aja ya kak [SEP] noted kak es regalin aja rp 7.000 per porsi totalnya 7.000,es regalin aja,1,7000,1
boleh pesan 9 kwetiau kuah seafood ya kak [SEP] noted kak kwetiau kuah seafood rp 60.000 per porsi totalnya rp 540.000,kwetiau kuah seafood,9,60000,2
5 jus blimbing nih [SEP] oke kak jus blimbing harganya rp39rb totalnya rp 195.000,jus blimbing,5,39000,1
kak mau order 9 chicken fillet asam manis ya kak [SEP] chicken fillet asam mnisss 43k ya kak jadi rp387rb,chicken fillet asam manis,9,43000,3
9 ayam woku nih [SEP] siapp kak ayam woku rp59rb per porsi total rp 531.000 ya,ayam woku,9,59000,3
mbak 1 nasi us shortplate balado lengkap ya [SEP] siap kak,nasi us shortplate balado lengkap,1,-1,3
kak mauk order 7 cumi goreng tepung saus tiram dong [SEP] noted kak cumi goreng tepung saus tiram 26 ribu per porsi totalnya rp182rb,cumi goreng tepung saus tiram,7,26000,3
mau 9 nasi ayam bakar omahan ya [SEP] oke nasi ayam bakar omahan harga 60.000 total 540 ribu ya kak,nasi ayam bakar omahan,9,60000,2
minta 1 chicken pop corn spicy dong [SEP] siap kak,chicken pop corn spicy,1,-1,1
minta 5 nasi sambelan lele ya kak [SEP] oke kak nasi sambelan lele harganya 66k totalnya 330 ribu,nasi sambelan lele,5,66000,1
jalok 3 kepiting soka sapi panggang kak [SEP] oke kak kepiting soka sapi panggang hrgny rp 36.000 totalnya 108k,kepiting soka sapi panggang,3,36000,3
minta 6 es teller sobat dong kak [SEP] baik kak es teller sobat 34.000 satuan totalnya rp 204.000,es teller sobat,6,34000,3
boleh pesan 10 indomie telur kak [SEP] oke kak indomie telur harganya rp 45.000 totalnya 450 ribu,indomie telur,10,45000,2
beli 7 ayam geprek sambel matah kak [SEP] siap kak ayam geprek sambel matah rp 66.000 per porsi total rp462rb ya,ayam geprek sambel matah,7,66000,1
kak mau order 5 es regal delicate [SEP] siap es regal delicate rp 52.000 totalnya 260.000 kak,es regal delicate,5,52000,1
boleh pesan 1 jus jambu merah ya kak [SEP] siap kak jus jambu merah 73.000 per porsi total 73.000 ya,jus jambu merah,1,73000,2
mau 8 extra ayam suwir ya kak [SEP] extra ayam suwir rp74rb ya kak jadi 592rb,extra ayam suwir,8,74000,2
mau 8 taro chocolate [SEP] baik kak taro chocolate 10rb satuan totalnya 80k,taro chocolate,8,10000,1
kak mau order 7 sop daging ayam sayur dong [SEP] siap sop daging ayam sayur rp 61.000 totalnya 427 ribu kak,sop daging ayam sayur,7,61000,2
kak mau order 10 tahu bakso goreng tabagor ya [SEP] tahu bakso goreng tabagor rp 31.000 ya kak jadi rp310rb,tahu bakso goreng tabagor,10,31000,2
mau 10 the og chicken burger dong [SEP] noted kak the og chicken burger rp24rb per porsi totalnya 240.000,the og chicken burger,10,24000,2
kak mau order 6 nasi biryani udang dubai [SEP] siap kak nasi biryani udang dubai 25.000 per porsi ttl rp150rb ya,nasi biryani udang dubai,6,25000,3
mau 4 mie campur [SEP] mie campur 20 ribu ya kak jadi 80rb,mie campur,4,20000,2
minta 2 brownies kukus coklat nih [SEP] baik kak brownies kukus coklat 28k satuan totalnya 56k,brownies kukus coklat,2,28000,1
boleh pesan 7 mie kangkung belacan dong kak [SEP] mie kangkung belacan 59.000 ya kak jadi rp413rb,mie kangkung belacan,7,59000,3
minta 1 spicy chicken wings [SEP] oke spicy chicken wings harga 63 ribu total 63rb ya kak,spicy chicken wings,1,63000,2
pesan 4 thai tea milo nih [SEP] oke siap kak,thai tea milo,4,-1,1
bu mau pesen 3 nasi pecel original dong kak [SEP] baik kak nasi pecel original 21k satuan totalnya 63 ribu,nasi pecel original,3,21000,2
mai 2 gulai cumicumi nih [SEP] noted kak gulai cumicumi 25.000 per porsi totalnya rp50rb,gulai cumicumi,2,25000,3
jalok 10 nasi hati ampela kak [SEP] oke nasi hati ampela hargs 14 ribu ttl 140.000 ya kak,nasi hati ampela,10,14000,3
beli 10 bakso mix nih [SEP] baik kak bakso mix 46rb satuan totalnya 460 ribu,bakso mix,10,46000,2
kk bisa request 4 ayam betutu ya kak [SEP] oke ayam betutu harga rp3rb ttl 12.000 ya kak,ayam betutu,4,3000,3
pesan 2 cafe latte ice dong kak [SEP] noted kak cafe latte ice 46.000 per porsi totalnya rp92rb,cafe latte ice,2,46000,1
minta 3 jus jambu ya kak [SEP] siap kak jus jambu rp45rb per porsi total rp135rb ya,jus jambu,3,45000,1
10 es teh manistawar nih [SEP] shaps kak es teh manistawar 52k per porsi total 520k ya,es teh manistawar,10,52000,3
7 esteh taro medium [SEP] baik kak esteh taro medium 11rb satuan totalnya rp77rb,esteh taro medium,7,11000,1
mau 7 matcha latte ya kak [SEP] noted kak matcha latte rp 45.000 per porsi totalnya rp315rb,matcha latte,7,45000,2
beli 9 thai tea milk dong [SEP] baik kak thai tea milk 26 ribu satuan totalnya 234rb,thai tea milk,9,26000,1
bang mau pesen 5 original chicken [SEP] oke kak original chicken harganya 58rb totalnya rp290rb,original chicken,5,58000,1
mau 4 capcay ayam dong [SEP] oke capcay ayam harga rp 42.000 total 168k ya kak,capcay ayam,4,42000,1
arep 3 spesial ayam jamur telor ayam nih [SEP] baik kak spesial ayam jamur telor ayam 61k satuan totalnya rp 183.000,spesial ayam jamur telor ayam,3,61000,3
kak bisa pesan 3 cah jamur ayam nih [SEP] baik kak cah jamur ayam 48.000 satuan totalnya rp144rb,cah jamur ayam,3,48000,3
pesan 9 ayam goreng plus nasi dong [SEP] noted kak ayam goreng plus nasi 67rb per porsi totalnya rp603rb,ayam goreng plus nasi,9,67000,2
beli 5 nasi krengsengan ayam dong kak [SEP] siap nasi krengsengan ayam 61.000 totalnya 305rb kak,nasi krengsengan ayam,5,61000,2
minta 7 es garbis ya kak [SEP] oke es garbis harga rp 17.000 total rp119rb ya kak,es garbis,7,17000,2
beli 5 es kolak dingin kak [SEP] siap kak es kolak dingin rp 54.000 per porsi total 270.000 ya,es kolak dingin,5,54000,2
bg bisa request 7 pancong kacang keju susu ya [SEP] noted kak pancong kacang keju susu 57k per porsi totalnya 399rb,pancong kacang keju susu,7,57000,3
boleh pesan 1 mie aceh goreng udang ya kak [SEP] mie aceh goreng udang rp 4.000 ya kak jadi 4 ribu,mie aceh goreng udang,1,4000,2
bu 3 milk tea boba dong kak [SEP] nok milk tea boba harga 63.000 ttl 189rb ya kak,milk tea boba,3,63000,3
minta 4 mie bledlek refftwo nih [SEP] baik kak mie bledlek refftwo rp70rb satuan totalnya 280 ribu,mie bledlek refftwo,4,70000,1
beli 9 roti pisang susu kasmaran kak [SEP] oke kak roti pisang susu kasmaran harganya 60rb totalnya rp540rb,roti pisang susu kasmaran,9,60000,1
bang mau pesen 4 thai tea chocho cheese ya [SEP] siap thai tea chocho cheese rp 65.000 totalnya 260rb kak,thai tea chocho cheese,4,65000,2
boleh pesan 8 ice db latte dong kak [SEP] oke kak ice db latte harganya 19k totalnya 152.000,ice db latte,8,19000,2
mas bisa pesan 5 ikan baronang segar ya kak [SEP] oke kak ikan baronang segar harganya rp40rb totalnya rp 200.000,ikan baronang segar,5,40000,1
bang 4 es taro latte [SEP] siap es taro latte 43.000 totalnya 172.000 kak,es taro latte,4,43000,3
minta 10 ayam mentega nih [SEP] oke kak ayam mentega harganya 43k totalnya 430k,ayam mentega,10,43000,1
mau 2 es susu regale nih [SEP] siap kak es susu regale 34rb per porsi total rp68rb ya,es susu regale,2,34000,2
pesan 3 nasi chicken teriyaki telur nih [SEP] siap kak nasi chicken teriyaki telur rp41rb per porsi total 123.000 ya,nasi chicken teriyaki telur,3,41000,1
minta 7 rice bowl chicken fillet original nih [SEP] noted kak rice bowl chicken fillet original rp 9.000 per porsi totalnya rp 63.000,rice bowl chicken fillet original,7,9000,2
boleh pesan 6 pecal sayur extra pedasjus nih [SEP] siap pecal sayur extra pedasjus 36k totalnya rp216rb kak,pecal sayur extra pedasjus,6,36000,1
kak mau order 1 caf latte caramel dong [SEP] caf latte caramel 4k ya kak jadi 4.000,caf latte caramel,1,4000,3
pak mau pesen 8 nasi telor pontianak ya kak [SEP] siap nasi telor pontianak 52k totalnya rp 416.000 kak,nasi telor pontianak,8,52000,1
beli 3 mochalatte panas ya kak [SEP] oke mochalatte panas harga 51rb total 153 ribu ya kak,mochalatte panas,3,51000,1
kak mau order 5 boba anggur kak [SEP] siap boba anggur rp 41.000 totalnya 205k kak,boba anggur,5,41000,2
kak mau order 6 es nutrisari semangka dong kak [SEP] oke es nutrisari semangka harga rp57rb total rp342rb ya kak,es nutrisari semangka,6,57000,1
beli 3 es durian red velvet [SEP] baik kak es durian red velvet 31rb satuan totalnya 93k,es durian red velvet,3,31000,3
beli 6 roti bakar keju coklat susu kak [SEP] noted kak roti bakar keju coklat susu rp35rb per porsi totalnya 210rb,roti bakar keju coklat susu,6,35000,2
min bisa pesan 10 bakpao ayam kecap kak [SEP] noted kak bakpao ayam kecap 43.000 per porsi totalnya rp 430.000,bakpao ayam kecap,10,43000,2
kak 7 mie jumbo istimewa dong kak [SEP] mie jumbo istimewa rp 16.000 ya kak jadi 112k,mie jumbo istimewa,7,16000,2
minta 4 mix meals platter dong [SEP] baik kak mix meals platter 17k satuan totalnya 68rb,mix meals platter,4,17000,1
pesan 2 mie gobyoss crabstick nih [SEP] baik kak,mie gobyoss crabstick,2,-1,3
kak mau pesen 4 brownies glossy ya [SEP] oke noted,brownies glossy,4,-1,3
kk 1 pisang goreng polos ya kak [SEP] oke siap kak,pisang goreng polos,1,-1,3
kak nmaw order 10 ayam stick crispy tanpa nasi nih [SEP] baik kak ayam stick crispy tampa nasi rp 33.000 satuan totalnya 330 ribu,ayam stick crispy tanpa nasi,10,33000,3
beli 10 nasi ayam pop dong kak [SEP] siap nasi ayam pop 37 ribu totalnya 370rb kak,nasi ayam pop,10,37000,1
pak 6 sushi anak kost platter [SEP] baik kak sushi anak kost platter 73rb satuan totalnya 438 ribu,sushi anak kost platter,6,73000,2
10 nasi cumi nih [SEP] oke kak nasi cumi harganya 35rb totalnya rp 350.000,nasi cumi,10,35000,1
mau 6 es matcha keju nih [SEP] noted kak es matcha keju 33.000 per porsi totalnya 198rb,es matcha keju,6,33000,1
pak bisa pesan 8 brownies kampoeng ya kak [SEP] siap kak brownies kampoeng 58 ribu per porsi total 464 ribu ya,brownies kampoeng,8,58000,1
mau 7 roti bakso sapi dong [SEP] roti bakso sapi 7 rbu ya kak jadi 49.000,roti bakso sapi,7,7000,3
bang bisa pesan 8 ayam sambal bawang goreng dong [SEP] ayam sambal bawang goreng 31 ribu ya kak jadi 248 ribu,ayam sambal bawang goreng,8,31000,3
pesan 8 nasi goreng daging [SEP] oke nasi goreng daging harga 48k total rp384rb ya kak,nasi goreng daging,8,48000,1
mas 6 nasi goreng cumitelor [SEP] noted kak ditunggu ya,nasi goreng cumitelor,6,-1,1
boleh pesan 1 nasi bungkus ikan lele ya kak [SEP] baik kak nasi bungkus ikan lele 16 ribu satuan totalnya rp16rb,nasi bungkus ikan lele,1,16000,1
bu bisa pesan 2 ramerame biryani ayam dong [SEP] siap ramerame biryani ayam rp43rb totalnya 86 ribu kak,ramerame biryani ayam,2,43000,2
