input_text,product,quantity,price_satuan,pattern
boleh pesan 1 teh susu ya [SEP] teh susu 40rb ya kak jadi 40k,teh susu,1,40000,1
minta 10 hamu mentai rice [SEP] oke noted,hamu mentai rice,10,-1,2
bu mau pesen 9 tropical mango dong kak [SEP] oke tropical mango harga rp 16.000 total 144rb ya kak,tropical mango,9,16000,1
mas 8 juice postkul [SEP] juice postkul rp 61.000 ya kak jadi rp 488.000,juice postkul,8,61000,2
mau 3 tawar lembut bread love dong [SEP] noted kak tawar lembut bread love 35.000 per porsi totalnya 105k,tawar lembut bread love,3,35000,2
7 tumis baby labu [SEP] oke siap kak,tumis baby labu,7,-1,2
boleh pesan 8 hot english breakfast nih [SEP] oke kak hot english breakfast harganya 21rb totalnya 168rb,hot english breakfast,8,21000,1
bg bisa pesan 10 cappucino susu dong kak [SEP] siap kak cappucino susu rp 37.000 per porsi total rp 370.000 ya,cappucino susu,10,37000,3
bisa pesan 7 oreo dessert box dong kak [SEP] siap oreo dessert box 53rb totalnya rp371rb kak,oreo dessert box,7,53000,2
mau 8 ice millsis dong kak [SEP] oke ice millsis harga 38.000 total 304k ya kak,ice millsis,8,38000,2
pesan 6 onigiri chicken blackpepper dong [SEP] siap kak onigiri chicken blackpepper 45.000 per porsi total rp 270.000 ya,onigiri chicken blackpepper,6,45000,1
pesan 9 pancong nutella [SEP] noted kak pancong nutella 53.000 per porsi totalnya 477rb,pancong nutella,9,53000,1
kak mau pesen 2 boston black pepper burger ya [SEP] siap kak,boston black pepper burger,2,-1,1
boleh pesan 5 es nutri sarilemon tea nih [SEP] oke kak es nutri sarilemon tea harganya 11 ribu totalnya 55 ribu,es nutri sarilemon tea,5,11000,1
kak mau pesen 10 tamie ya kak [SEP] noted kak ditunggu ya,tamie,10,-1,1
mas bisa pesan 10 ice avocado latte ya [SEP] noted kak ice avocado latte rp29rb per porsi totalnya 290.000,ice avocado latte,10,29000,1
beli 8 spesial sosis ya kak [SEP] oke kak spesial sosis harganya 33rb totalnya 264.000,spesial sosis,8,33000,2
minta 8 cold drink tiramisu dong kak [SEP] oke cold drink tiramisu harga 28k total 224.000 ya kak,cold drink tiramisu,8,28000,2
kk bisa pesan 9 ayam pukpuk mie keju nih [SEP] oke kak ayam pukpuk mie keju harganya 60rb totalnya rp540rb,ayam pukpuk mie keju,9,60000,1
bg 4 espresso lemon rock nih [SEP] noted kak ditunggu ya,espresso lemon rock,4,-1,3
8 tamoe beef fried rice [SEP] oke tamoe beef fried rice harga 23.000 ttl 184k ya kak,tamoe beef fried rice,8,23000,3
boleh pesan 10 mie goreng sosis kak [SEP] oke mie goreng sosis harga 31k total 310k ya kak,mie goreng sosis,10,31000,1
pesan 5 gen maicha nih [SEP] siap kak gen maicha 8k per porsi total 40k ya,gen maicha,5,8000,1
min mau pesen 10 extra fancy sauce nih [SEP] oke extra fancy sauce harga 3rb total 30rb ya kak,extra fancy sauce,10,3000,1
beli 10 iced irish latte ya kak [SEP] oke iced irish latte harg 12k total 120k ya kak,iced irish latte,10,12000,3
kak mau pesen 7 thai chili chicken burger ya [SEP] oke noted,thai chili chicken burger,7,-1,1
6 boci ceker nih [SEP] siap kak boci ceker 30 ribu per porsi total 180rb ya,boci ceker,6,30000,2
mbak mau pesen 7 ropang keju susu nih [SEP] ropang keju susu rp 30.000 ya kak jadi 210.000,ropang keju susu,7,30000,2
boleh pesan 10 kopi tubruk dong kak [SEP] noted kak kopi tubruk rp46rb per porsi totalnya rp460rb,kopi tubruk,10,46000,3
beli 4 sourmint ya [SEP] siap sourmint 65rb totalnya 260k kak,sourmint,4,65000,1
kak nmau order 6 ice choco tea ya kak [SEP] noted kak ice choco tea 22 rb per porsi totalnya 132 rb,ice choco tea,6,22000,3
minta 8 roti ayam dong kak [SEP] oke siap kak,roti ayam,8,-1,1
kk mau pesen 6 es kopi chi dong [SEP] es kopi chi rp27rb ya kak jadi rp162rb,es kopi chi,6,27000,1
gelem 5 pe tanpa nasi ya [SEP] oke pe tanpa nasi harg 55rb total rp 275.000 ya kak,pe tanpa nasi,5,55000,3
bang 6 ikan bawal tauco per ekor [SEP] oke siap kak,ikan bawal tauco per ekor,6,-1,3
mau 10 ice watermelon mojito nih [SEP] siap ice watermelon mojito 4rb totalnya rp40rb kak,ice watermelon mojito,10,4000,3
9 cah tauge teri [SEP] oke cah tauge teri harga 45 ribu total 405.000 ya kak,cah tauge teri,9,45000,1
pak mau pesen 7 pisang keju oreo dong [SEP] oke pisang keju oreo harga rp 75.000 total 525rb ya kak,pisang keju oreo,7,75000,2
kak mau pesen 8 es cappucino dong kak [SEP] oke kak pesanannya masuk ya,es cappucino,8,-1,3
kak mau order 3 gurami bakar sambal bawang nih [SEP] siap kak gurami bakar sambal bawang rp61rb per porsi total 183k ya,gurami bakar sambal bawang,3,61000,1
pesan 9 cuanki lidah panjang dong kak [SEP] siap cuanki lidah panjang 55.000 totalnya rp495rb kak,cuanki lidah panjang,9,55000,1
pesan 7 topping teriyaki dong [SEP] siap kak topping teriyaki 8.000 per porsi total 56rb ya,topping teriyaki,7,8000,1
bg mau pesen 6 keju kacang susu [SEP] oke kak keju kacang susu harganya 51rb totalnya rp306rb,keju kacang susu,6,51000,2
boleh pesan 5 cappucino hot cold dong kak [SEP] oke kak cappucino hot cold harganya 39.000 totalnya rp195rb,cappucino hot cold,5,39000,3
kak mau order 10 cream soup ya [SEP] siap kak cream soup rp 50.000 per porsi total 500.000 ya,cream soup,10,50000,1
minta 4 kopi susu kurma dong [SEP] noted kak ditunggu ya,kopi susu kurma,4,-1,2
pesan 2 bakso keju mozarella nih [SEP] oke kak pesanannya masuk ya,bakso keju mozarella,2,-1,2
kak mau order 1 chiffon triple cheese [SEP] siap chiffon triple cheese 29 ribu totalnya 29 ribu kak,chiffon triple cheese,1,29000,1
kak mau order 1 kerang ijo pedas manis nih [SEP] oke kak kerang ijo pedas manis harganya 61 ribu totalnya 61k,kerang ijo pedas manis,1,61000,2
mau 7 makaroni bantet [SEP] makaroni bantet 41 ribu ya kak jadi 287rb,makaroni bantet,7,41000,2
boleh pesan 2 ramen belly beef spicy dong [SEP] siap ramen belly beef spicy 66k totalnya rp132rb kak,ramen belly beef spicy,2,66000,3
mau 6 guricha cheezo kak [SEP] siap guricha cheezo 15.000 totalnya 90 ribu kak,guricha cheezo,6,15000,3
pak 7 extra patty mozarella ya [SEP] extra patty mozarella rp 71.000 ya kak jadi 497k,extra patty mozarella,7,71000,2
kak mau pesen 1 mac and cheese kak [SEP] baik kak,mac and cheese,1,-1,2
kak mau pesen 7 kulit sapicecek dong [SEP] oke noted,kulit sapicecek,7,-1,1
beli 1 korean spicy pork belly [SEP] noted kak korean spicy pork belly 28.000 per porsi totalnya 28 ribu,korean spicy pork belly,1,28000,2
pesan 10 bandrek original [SEP] bandrek original rp 46.000 ya kak jadi 460 ribu,bandrek original,10,46000,2
minta 3 minipau coklat nih [SEP] oke kak minipau coklat harganya 16.000 totalnya rp 48.000,minipau coklat,3,16000,2
kak mau order 1 double chese [SEP] siap double chese 75rb totalnya rp 75.000 kak,double chese,1,75000,1
7 lontong telur asin [SEP] siap kak,lontong telur asin,7,-1,2
beli 3 kwetiau goreng udangcumi kak [SEP] noted kak kwetiau goreng udangcumi 42 ribu per porsi totalnya rp126rb,kwetiau goreng udangcumi,3,42000,1
beli 9 ice cream chocolate dong kak [SEP] oke ice cream chocolate harga 58rb total rp522rb ya kak,ice cream chocolate,9,58000,1
bg bisa ord 6 avocado coconut kak [SEP] siap avocado coconut 73k totalnya 438 rbuan kak,avocado coconut,6,73000,3
mnt 1 jamur enoki dong [SEP] jamur enoki 41.000 ya kak jadi 41rb,jamur enoki,1,41000,3
mau 3 fillet ikan tauco dong kak [SEP] baik kak fillet ikan tauco 46.000 satuan totalnya 138 ribu,fillet ikan tauco,3,46000,1
mbak bisa pesan 6 mie goreng telur [SEP] baik kak mie goreng telur 22rb satuan totalnya 132k,mie goreng telur,6,22000,2
min bisa pesan 8 peach blossom oat brulee [SEP] oke peach blossom oat brulee harga 41rb total 328 ribu ya kak,peach blossom oat brulee,8,41000,2
1 tumis kangkung seafood dong [SEP] oke kak tumis kangkung seafood harganya rp72rb totalnya rp72rb,tumis kangkung seafood,1,72000,2
minta 2 roti bakar strawberry [SEP] baik kak roti bakar strawberry 26k satuan totalnya rp 52.000,roti bakar strawberry,2,26000,2
min mau pesen 2 sisri dong kak [SEP] siap kak sisri 13k per porsi total rp26rb ya,sisri,2,13000,1
bu mau pesen 6 nasi goreng polos dong kak [SEP] siap kak nasi goreng polos 33 ribu per porsi total rp198rb ya,nasi goreng polos,6,33000,3
bisa pesan 1 kwitiaw kuah daging ya kak [SEP] noted kak kwitiaw kuah daging rp 43.000 per porsi totalnya 43k,kwitiaw kuah daging,1,43000,2
minta 9 flavored latte dong kak [SEP] baik kak flavored latte 12.000 satuan totalnya 108rb,flavored latte,9,12000,1
boleh pesan 5 muffin coklat chip [SEP] oke kak muffin coklat chip harganya 40.000 totalnya 200rb,muffin coklat chip,5,40000,1
pak bisa pesan 4 creamy mango chunk regular dong [SEP] baik kak creamy mango chunk regular rp 25.000 satuan totalnya 100.000,creamy mango chunk regular,4,25000,2
pesan 9 calzone beef sausage spicy dong kak [SEP] baik kak calzone beef sausage spicy rp50rb satuan totalnya 450.000,calzone beef sausage spicy,9,50000,2
pesan 5 brownies keju toping coklat dong kak [SEP] oke kak brownies keju toping coklat harganya rp43rb totalnya rp 215.000,brownies keju toping coklat,5,43000,3
pesan 4 croissant almond kak [SEP] siap kak croissant almond rp55rb per porsi total rp 220.000 ya,croissant almond,4,55000,1
kak mau pesen 9 coklat bubble [SEP] oke kak pesanannya masuk ya,coklat bubble,9,-1,3
bu mau pesen 7 kimchi fried rice kak [SEP] baik kak kimchi fried rice 68rb satuan totalnya 476.000,kimchi fried rice,7,68000,2
minta 8 bestdeal sup [SEP] oke siap kak,bestdeal sup,8,-1,1
bisa pesan 7 nasi goreng quemami kak [SEP] siap kak nasi goreng quemami 59.000 per porsi total 413.000 ya,nasi goreng quemami,7,59000,1
kak 10 kakap ya [SEP] noted kak kakap 24rb per porsi totalnya 240rb,kakap,10,24000,1
beli 1 hazelnut milk kak [SEP] baik kak hazelnut milk rp 61.000 satuan totalnya 61.000,hazelnut milk,1,61000,2
min mau pesen 9 taro kiss kak [SEP] baik kak taro kiss 75 ribu satuan totalnya 675 ribu,taro kiss,9,75000,1
kak mau order 2 epic crispy chicken kak [SEP] oke epic crispy chicken hargs 41rb total 82 rbuan ya kak,epic crispy chicken,2,41000,3
minta 1 sale pisang siam,sale pisang siam,1,-1,3
beli 6 muille fuille red velvet nenas [SEP] siap muille fuille red velvet nenas 59.000 totalnya rp 354.000 kak,muille fuille red velvet nenas,6,59000,1
pesan 6 katsuobushi ya kak [SEP] siap katsuobushi 73 ribu totalnya 438 ribu kak,katsuobushi,6,73000,2
kak mau order 5 blackcurrant tea ya kak [SEP] noted kak blackcurrant tea rp 67.000 per porsi totalnya 335k,blackcurrant tea,5,67000,1
pak 9 nasi bandeng presto dong [SEP] siap nasi bandeng presto rp43rb totalnya 387.000 kak,nasi bandeng presto,9,43000,1
boleh pesan 6 fish kakap crispy nih [SEP] oke fish kakap crispy harga rp 75.000 total rp450rb ya kak,fish kakap crispy,6,75000,1
9 sup sehat kak [SEP] noted kak sup sehat 20k per porsi totalnya 180.000,sup sehat,9,20000,1
2 kong banana ya [SEP] oke kong banana harga 46rb total 92.000 ya kak,kong banana,2,46000,1
beli 10 kebab original jumbo extra keju nih [SEP] kebab original jumbo extra keju 9 ribu ya kak jadi rp 90.000,kebab original jumbo extra keju,10,9000,1
mau 5 nasi ayam penyet ya [SEP] siap kak nasi ayam penyet rp17rb per porsi total 85rb ya,nasi ayam penyet,5,17000,1
6 bakso kriuk ya kak [SEP] noted kak bakso kriuk 55k per porsi totalnya 330.000,bakso kriuk,6,55000,2
boleh order 6 okonomiyaki mix dong [SEP] uke okonomiyaki mix harga rp 7.000 total rp42rb ya kak,okonomiyaki  mix,6,7000,3
mau 1 nasi bandeng prestotahu susutempelalapansambal dong [SEP] siap kak nasi bandeng prestotahu susutempelalapansambal 26.000 per porsi total rp 26.000 ya,nasi bandeng prestotahu susutempelalapansambal,1,26000,2
boleh pesan 9 matcha dalgona ya kak [SEP] oke matcha dalgona harga 68 ribu total rp612rb ya kak,matcha dalgona,9,68000,2
4 corndog bakso sapi ya [SEP] baik kak corndog bakso sapi 13.000 satuan totalnya 52 ribu,corndog bakso sapi,4,13000,2
pesan 6 sup asparagus kak [SEP] oke siap kak,sup asparagus,6,-1,3
minta 9 messy cheesy chicken burger ya [SEP] baik kak,messy cheesy chicken burger,9,-1,3
kak mau order 4 cherry kiss [SEP] noted kak cherry kiss rp 61.000 per porsi totalnya rp 244.000,cherry kiss,4,61000,1
beli 10 puyuh ya kak [SEP] siap puyuh 50 ribu totalnya rp500rb kak,puyuh,10,50000,2
boleh pesan 9 banana cake slices nih [SEP] siap kak banana cake slices 23.000 per porsi total rp 207.000 ya,banana cake slices,9,23000,1
pak mau pesen 1 chocolate milk kak [SEP] oke chocolate milk harga 70.000 total 70.000 ya kak,chocolate milk,1,70000,1
kak mau order 5 thai tea aren dong kak [SEP] oke kak thai tea aren harganya rp54rb totalnya 270.000,thai tea aren,5,54000,1
pak 6 vanilla latte hot cold dong [SEP] siap kak,vanilla latte hot cold,6,-1,1
mas mau pesen 4 kacang hijau var siwalik kering dong [SEP] oke kak kacang hijau var siwalik kering harganya rp51rb totalnya rp 204.000,kacang hijau var siwalik kering,4,51000,2
kak mau order 7 coffee late [SEP] noted kak coffee late rp 66.000 per porsi totalnya 462.000,coffee late,7,66000,1
boleh pesan 1 siomay gurilem kemasan nih [SEP] oke kak siomay gurilem kemasan harganya 41rb totalnya rp 41.000,siomay gurilem kemasan,1,41000,1
minta 1 kerang hijau [SEP] oke siap kak,kerang hijau,1,-1,1
kak mau order 1 luwak  susu nih [SEP] luwak  susu 31.000 ya kak jadi 31k,luwak  susu,1,31000,2
minta 7 pepes tenggiri kak [SEP] pepes tenggiri 37k ya kak jadi rp 259.000,pepes tenggiri,7,37000,2
mbak mau pesen 1 black coklat oreo dong [SEP] black coklat oreo 28rb ya kak jadi rp28rb,black coklat oreo,1,28000,2
bang 8 hemat steak nasi ya kak [SEP] oke hemat steak nasi harga rp52rb total 416k ya kak,hemat steak nasi,8,52000,3
4 lychee kak [SEP] baik kak,lychee,4,-1,1
minta 8 choco mate ya kak [SEP] siap choco mate 57k totalnya rp 456.000 kak,choco mate,8,57000,1
beli 6 mishake ya [SEP] baik kak mishake rp 24.000 satuan totalnya rp144rb,mishake,6,24000,1
kak mau order 9 milo tea ya kak [SEP] oke kak milo tea harganya rp25rb totalnya 225rb,milo tea,9,25000,2
beli 2 batatas tali ubi rebus nih [SEP] oke kak batatas tali ubi rebus harganya 41.000 totalnya 82.000,batatas tali ubi rebus,2,41000,2
minta 7 freshtea ya [SEP] freshtea rp17rb ya kak jadi 119 ribu,freshtea,7,17000,1
3 mie instan [SEP] noted kak ditunggu ya,mie instan,3,-1,2
mau 5 nasi goreng jawa seafood kak [SEP] oke kak nasi goreng jawa seafood harganya 59k totalnya 295rb,nasi goreng jawa seafood,5,59000,1
bu bisa pesan 8 permen karet ya [SEP] ciap permen karet 29rb totalnya 232rb kak,permen karet,8,29000,3
2 butterfly original ya [SEP] oke kak butterfly original harganya 62 ribu totalnya 124 ribu,butterfly original,2,62000,2
bu mau pesen 6 beef shawarma roll nih [SEP] noted kak beef shawarma roll 75.000 per porsi totalnya 450rb,beef shawarma roll,6,75000,1
pesan 3 sirlo cirpy doubel ya kak [SEP] oke siap kak,sirlo cirpy doubel,3,-1,3
bang 4 seafood ramenn dong [SEP] noted kak ditunggu ya,seafood ramenn,4,-1,2
pesan 5 eggs nih [SEP] siap eggs 55.000 totalnya rp275rb kak,eggs,5,55000,1
pak 1 sababay moscarosa dong kak [SEP] siap sababay moscarosa rp66rb totalnya 66 ribu kak,sababay moscarosa,1,66000,1
kk mau pesen 3 suka ikan gurami sedang dong [SEP] siap suka ikan gurami sedang 12.000 totalnya 36k kak,suka ikan gurami sedang,3,12000,1
minta 10 chiken world ya [SEP] chiken world 62.000 ya kak jadi 620 rbu,chiken world,10,62000,3
bisa pesan 3 kacang bogor kering dong [SEP] kacang bogor kering 64.000 ya kak jadi 192k,kacang bogor kering,3,64000,2
pesan 1 caisin segar,caisin segar,1,-1,2
pak bisa pesan 7 roti tawar manis nih [SEP] oke kak roti tawar manis harganya 68.000 totalnya 476rb,roti tawar manis,7,68000,2
kak mau order 10 double egg and cheese toast ya [SEP] siap double egg and cheese toast rp 53.000 totalnya 530 ribu kak,double egg and cheese toast,10,53000,1
boleh pesan 6 burger ayam [SEP] burger ayam 30 ribu ya kak jadi rp180rb,burger ayam,6,30000,1
mau 5 chunky berry mambo large dong kak [SEP] oke kak chunky berry mambo large harganya 60rb totalnya 300rb,chunky berry mambo large,5,60000,2
beli 5 frappe chocolate ya [SEP] siap frappe chocolate rp75rb totalnya 375rb kak,frappe chocolate,5,75000,1
pak 7 nasi nila asam manis nih [SEP] oke noted,nasi nila asam manis,7,-1,2
bu 1 milkshake vanilla latte ya kak,milkshake vanilla latte,1,-1,1
pesan 8 boston blackpapper burger ya kak [SEP] baik kak boston blackpapper burger 7 ribu satuan totalnya 56.000,boston blackpapper burger,8,7000,3
kak mau order 3 nasi hainan ayam goreng ya [SEP] oke nasi hainan ayam goreng harg rp 9.000 total 27 rbuan ya kak,nasi hainan ayam goreng,3,9000,3
mnta 6 roti blueberry mountain [SEP] baik kak roti blueberry mountain 50k satuan totalnya rp300rb,roti blueberry mountain,6,50000,3
mau 5 bru coffee panas ya kak [SEP] siap bru coffee panas rp 66.000 totalnya 330k kak,bru coffee panas,5,66000,2
mau 1 bebek gorengbakar paha [SEP] oke kak bebek gorengbakar paha harganya rp55rb totalnya rp 55.000,bebek gorengbakar paha,1,55000,3
pesan 6 thai tea hot ya kak [SEP] oke kak thai tea hot harganya 49k totalnya 294k,thai tea hot,6,49000,1
minta 1 ikan gembung goreng kak [SEP] noted kak ikan gembung goreng rp21rb per porsi totalnya rp21rb,ikan gembung goreng,1,21000,1
mau pesen 10 madame camembert dong kak [SEP] oke kak madame camembert harganya rp3rb totalnya rp30rb,madame camembert,10,3000,1
3 pisang crispy coklat keju dong [SEP] siap pisang crispy coklat keju rp12rb totalnya 36rb kak,pisang crispy coklat keju,3,12000,2
mbak mau pesen 5 tahu geprek bensu kak [SEP] noted kak tahu geprek bensu 16rb per porsi totalnya 80.000,tahu geprek bensu,5,16000,2
minta 1 extra sauce ya kak [SEP] oke extra sauce harga 38k total 38.000 ya kak,extra sauce,1,38000,1
mbak 8 plantbased nih [SEP] noted kak plantbased rp 53.000 per porsi totalnya 424rb,plantbased,8,53000,2
kak mau order 8 pancong meses susu l dong [SEP] oke kak pancong meses susu l harganya 26 ribu totalnya 208rb,pancong meses susu l,8,26000,2
boleh pesan 2 taro cookies cream dong kak [SEP] siap taro cookies cream 56 ribu totalnya 112rb kak,taro cookies cream,2,56000,1
pesan 2 cereal chicken rice nih [SEP] cereal chicken rice rp71rb ya kak jadi rp 142.000,cereal chicken rice,2,71000,1
kak mau order 4 sambel ati nih [SEP] noted kak sambel ati 33 ribu per porsi totalnya rp 132.000,sambel ati,4,33000,3
beli 8 gulai limpa nih [SEP] siap kak gulai limpa 42.000 per porsi total 336 ribu ya,gulai limpa,8,42000,1
bang 1 whole chicken madu ya [SEP] shap kak whole chicken madu rp 14.000 per porsi ttl 14 ribu ya,whole chicken madu,1,14000,3
2 super nuts small [SEP] siap super nuts small rp69rb totalnya 138k kak,super nuts small,2,69000,2
kak mau pesen 5 ayam geprek sambal matahpotong nih [SEP] baik kak,ayam geprek sambal matahpotong,5,-1,3
minta 9 talam ubi dong [SEP] oke kak talam ubi harganya rp 21.000 totalnya 189.000,talam ubi,9,21000,1
beli 9 hokkaido melon ya [SEP] siap kak hokkaido melon 70 ribu per porsi ttl 630rb ya,hokkaido melon,9,70000,3
minta 7 regal coffee cold dong kak [SEP] oke kak regal coffee cold harganya rp 33.000 totalnya rp231rb,regal coffee cold,7,33000,1
mau 5 es campur pisang ijo [SEP] oke kak es campur pisang ijo harganya rp 32.000 totalnya 160rb,es campur pisang ijo,5,32000,2
1 opak chips dong,opak chips,1,-1,3
mas bisa pesan 9 udang sambal ijo dong [SEP] siap kak udang sambal ijo 62rb per porsi total 558k ya,udang sambal ijo,9,62000,2
minta 7 doggy maguire [SEP] baik kak doggy maguire 7rb satuan totalnya 49 ribu,doggy maguire,7,7000,2
6 es teh  teh hangat [SEP] noted kak es teh  teh hangat rp12rb per porsi totalnya 72.000,es teh  teh hangat,6,12000,2
pak bisa pesan 2 sanger h dong [SEP] oke sanger h nharga 22.000 total rp 44.000 ya kak,sanger h,2,22000,3
mbak bisa pesan 3 jasmine citrus mojito nih [SEP] jasmine citrus mojito 50 ribu ya kak jadi rp150rb,jasmine citrus mojito,3,50000,3
4 godok godok goreng dong kak [SEP] oke kak pesanannya masuk ya,godok godok goreng,4,-1,3
min 6 shabu shabu special ya [SEP] oke shabu shabu special harga rp66rb total 396 ribu ya kak,shabu shabu special,6,66000,2
bl 4 iced latte ya kak [SEP] noke kak iced latte harganya 72rb totalnya 288k,iced latte,4,72000,3
1 bakso wong soeroboyo [SEP] oke bakso wong soeroboyo harga 61.000 ttl 61rb ya kak,bakso wong soeroboyo,1,61000,3
minta 4 my croffle rasa blueberry crunch dong kak,my croffle rasa blueberry crunch,4,-1,3
6 pandan cheese cream nih [SEP] oke kak pandan cheese cream harganya 21rb totalnya 126rb,pandan cheese cream,6,21000,3
pesan 3 rice beef carbonara dong kak [SEP] baik kak rice beef carbonara rp 54.000 satuan totalnya 162k,rice beef carbonara,3,54000,2
bu 9 raspberry tea ya [SEP] oke siap kak,raspberry tea,9,-1,2
5 genderuwo kak [SEP] siapp genderuwo rp 16.000 totalnya 80rb kak,genderuwo,5,16000,3
pak 7 tempe kedelai murni goreng dong [SEP] tempe kedelai murni goreng 24 ribu ya kak jadi 168 ribu,tempe kedelai murni goreng,7,24000,2
2 chicken karage with egg [SEP] siap kak chicken karage with egg rp32rb per porsi total 64.000 ya,chicken karage with egg,2,32000,2
beli 3 thai tea cookies cream [SEP] noted kak thai tea cookies cream 69k per porsi totalnya rp 207.000,thai tea cookies cream,3,69000,1
min 4 soju halal kiwi [SEP] baik kak,soju halal kiwi,4,-1,2
kk bisa pesan 9 sei special ayam  sapi dong [SEP] oke sei special ayam  sapi harga 71.000 total rp 639.000 ya kak,sei special ayam  sapi,9,71000,1
pesan 9 lasagna roll dong [SEP] lasagna roll 21.000 ya kak jadi 189.000,lasagna roll,9,21000,1
kak mau pesen 9 roti tabur coklat kak [SEP] roti tabur coklat 52.000 ya kak jadi 468.000,roti tabur coklat,9,52000,2
kk bisa pesan 6 hot caramel susu ya kak [SEP] noted kak hot caramel susu 24rb per porsi totalnya 144.000,hot caramel susu,6,24000,2
kak mau order 8 beef barbeque panini sandwich dong [SEP] siaaap beef barbeque panini sandwich 49rb totalnya rp392rb kak,beef barbeque panini sandwich,8,49000,3
kk bisa pesan 10 bolen keju dong [SEP] bolen keju 52.000 ya kak jadi 520.000,bolen keju,10,52000,1
pesan 1 nasi [SEP] nasi 55 rebu ya kak jadi 55.000,nasi,1,55000,3
6 chocolate cold,chocolate cold,6,-1,2
kak mau pesen 3 roti burger ayam dong kak,roti burger ayam,3,-1,3
kak maok order 1 tea jus lemon ya kak [SEP] baik kak tea jus lemon 65k satuan totalnya 65k,tea jus lemon,1,65000,3
kak mau order 1 ketan  pisang goreng ya kak [SEP] oke kak ketan  pisang goreng harganya 15 ribu totalnya rp 15.000,ketan  pisang goreng,1,15000,2
mas mau pesen 3 kopi hitam toraja nih [SEP] kopi hitam toraja 34k ya kak jadi 102k,kopi hitam toraja,3,34000,3
pesan 4 sushi ya [SEP] siap kak,sushi,4,-1,1
kak mau pesen 10 gyoza original kak [SEP] siap gyoza original 37 ribu totalnya 370k kak,gyoza original,10,37000,2
beli 4 pancong taro [SEP] oke kak pancong taro harganya 33.000 totalnya 132rb,pancong taro,4,33000,1
minta 1 es cotton candy dong kak [SEP] oke kak es cotton candy harganya rp 45.000 totalnya 45 ribu,es cotton candy,1,45000,2
boleh pesan 8 sababay lambrusco nih [SEP] baik kak sababay lambrusco rp 15.000 satuan totalnya rp120rb,sababay lambrusco,8,15000,3
bang 3 astor coklat ya kak [SEP] noted kak astor coklat 22 ribu per porsi totalnya 66rb,astor coklat,3,22000,1
1 extra hot chilli peppers ya [SEP] oke kak pesanannya masuk ya,extra hot chilli peppers,1,-1,2
