input_text,product,quantity,price_satuan,pattern
bisa pesan 3 mie kuning baksokuahgoreng dong [SEP] mie kuning baksokuahgoreng 4rb ya kak jadi rp 12.000,mie kuning baksokuahgoreng,3,4000,1
beli 8 gongso iga nasi ya [SEP] noted kak gongso iga nasi rp 12.000 per porsi totalnya rp96rb,gongso iga nasi,8,12000,3
mas 5 coklat susu batang dong kak [SEP] siap kak coklat susu batang 23rb per porsi total rp115rb ya,coklat susu batang,5,23000,2
mau 2 ayam pop dong [SEP] siap kak ayam pop 38.000 per porsi ttl 76k ya,ayam pop,2,38000,3
mau 10 kopi susu creamy dong kak [SEP] baik kak kopi susu creamy 16.000 satuan totalnya 160 ribu,kopi susu creamy,10,16000,1
pesan 8 indomie kuahgoreng dong [SEP] oke noted,indomie kuahgoreng,8,-1,1
min mau pesen 7 soto madura nih [SEP] noted kak soto madura 70 ribu per porsi totalnya 490.000,soto madura,7,70000,3
mau 8 pentolbakso nih [SEP] siap kak pentolbakso rp 55.000 per porsi total 440.000 ya,pentolbakso,8,55000,1
boleh ord 1 nasi cumi saos padang [SEP] noke kak nasi cumi saos pdng harganya rp61rb totalnya 61 ribu,nasi cumi saos padang,1,61000,3
minta 4 ayam pop nih [SEP] siap ayam pop 50.000 totalnya 200.000 kak,ayam pop,4,50000,1
minta 1 jus semangka kak [SEP] baik kak,jus semangka,1,-1,2
pak 4 cupcakes flower set dong kak [SEP] siap kak cupcakes flower set 36 ribu per porsi total rp144rb ya,cupcakes flower set,4,36000,1
boleh pesan 7 ayam geprek sambal udangpotong dong [SEP] siap kak ayam geprek sambal udangpotong rp 9.000 per porsi total 63 ribu ya,ayam geprek sambal udangpotong,7,9000,2
4 ayam sambal merah [SEP] siap ayam sambal merah rp 74.000 totalnya 296.000 kak,ayam sambal merah,4,74000,1
kak may pesen 1 keju kismis susu dong [SEP] noted kak keju kismis susu rp 8.000 per porsi totalnya rp8rb,keju kismis susu,1,8000,3
boleh pesen 9 nasi nila bakar sambal kecap nih [SEP] oke nasi nila bakar sambal kecap harga 58k total 522 rebu ya kak,nasi nila bakar sambal kecap,9,58000,3
boleh pesan 4 nasi goreng seafood original ya kak [SEP] oke kak nasi goreng seafood original harganya rp59rb totalnya 236rb,nasi goreng seafood original,4,59000,1
kak 9 ayam bakar dong [SEP] baik kak ayam bakar 34.000 satuan totalnya 306.000,ayam bakar,9,34000,1
4 es kopi susu ya [SEP] baik kak es kopi susu rp 46.000 satuan totalnya rp 184.000,es kopi susu,4,46000,3
pesan 6 kopi susu banana dong kak,kopi susu banana,6,-1,3
kak mau order 10 coklat hangat dong kak [SEP] noted kak coklat anget rp 73.000 per porsi totalnya 730rb,coklat hangat,10,73000,3
8 es hazelnut latte dong [SEP] oke noted,es hazelnut latte,8,-1,1
boleh pesan 6 nasi lele sambal ijo dong [SEP] siap nasi lele sambal ijo rp26rb totalnya 156k kak,nasi lele sambal ijo,6,26000,3
pesan 6 best of chicken burger kak [SEP] noted kak best of chicken burger 36 ribu per porsi totalnya 216k,best of chicken burger,6,36000,1
beli 8 kwetiau penang daging ayam ya [SEP] siap kak kwetiau penang daging ayam 4k per porsi total 32 ribu ya,kwetiau penang daging ayam,8,4000,1
pesan 3 ayam bejeg cabe ijo ya [SEP] noted kak ditunggu ya,ayam bejeg cabe ijo,3,-1,1
mw 6 es teh kak [SEP] oke kak es teh harganya rp26rb totalnya rp 156.000,es teh,6,26000,3
minta 1 ayam sambal merah nih [SEP] oke kak pesanannya masuk ya,ayam sambal merah,1,-1,2
boleh pesan 7 nasi ayam goreng kampung dong [SEP] oke kak nasi ayam goreng kampung harganya rp55rb totalnya 385rb,nasi ayam goreng kampung,7,55000,2
pak bisa pesan 8 es teh nyawang leci nih [SEP] baik kak es teh nyawang leci 61rb satuan totalnya rp488rb,es teh nyawang leci,8,61000,1
10 ayam geprek sambal penyet [SEP] baik kak ayam geprek sambal penyet 4.000 satuan totalnya 40.000,ayam geprek sambal penyet,10,4000,3
kk 7 jus belimbing ya kak [SEP] oke kak jus belimbing harganya rp 6.000 totalnya 42 ribu,jus belimbing,7,6000,2
minta 1 lele penyet sambal bawang ya kak [SEP] baik kak lele penyet sambal bawang 30 ribu satuan totalnya rp30rb,lele penyet sambal bawang,1,30000,2
kak mau order 3 siomay kuah original frozen dong kak [SEP] siap siomay kuah original frozen rp 66.000 totalnya 198 ribu kak,siomay kuah original frozen,3,66000,2
9 teh tarik icehot,teh tarik icehot,9,-1,1
5 martabak manis nih [SEP] noted kak martabak manis 44k per porsi totalnya 220.000,martabak manis,5,44000,2
kak mau pesen 2 truffle chicken mushroom mentai nih [SEP] oke noted,truffle chicken mushroom mentai,2,-1,2
pesan 5 crispy chicken mentai kak [SEP] noted kak crispy chicken mentai rp73rb per porsi totalnya 365.000,crispy chicken mentai,5,73000,2
boleh pesan 1 seblak bakso jeletot level setan dong kak [SEP] baik kak seblak bakso jeletot level setan 6.000 satuan totalnya rp 6.000,seblak bakso jeletot level setan,1,6000,1
mas bisa pesan 9 es alpukat susu dong kak [SEP] siap es alpukat susu 41k totalnya 369 ribu kak,es alpukat susu,9,41000,1
beli 3 jus semangka nih [SEP] oke jus semangka harga 49rb ttl 147rb ya kak,jus semangka,3,49000,3
mau 5 tahu goreng ya [SEP] tahu goreng 3.000 ya kak jadi 15 ribu,tahu goreng,5,3000,2
mau 10 wedang ronde dong [SEP] siap kak wedang ronde rp33rb per porsi total 330k ya,wedang ronde,10,33000,2
mau 5 kwetiau penang daging ayam dong kak [SEP] noted kak kwetiau penang daging ayam 49k per porsi totalnya 245 ribu,kwetiau penang daging ayam,5,49000,2
1 mie kroyok pacar ya kak [SEP] siap mie kroyok pacar rp28rb totalnya 28k kak,mie kroyok pacar,1,28000,3
mau 9 nasi goreng spesial nih [SEP] oke kak nasi goreng spesial harganya rp25rb totalnya 225 ribu,nasi goreng spesial,9,25000,1
pesan 4 jus jambu nih [SEP] siap kak jus jambu rp20rb per porsi total 80k ya,jus jambu,4,20000,1
10 mochacino latte dong [SEP] oke mochacino latte harga 37rb total 370.000 ya kak,mochacino latte,10,37000,1
request 8 kopi susu creamy dong kak [SEP] kopi susu creamy 49.000 ya kak jadi 392.000,kopi susu creamy,8,49000,3
mau 8 nasi uduk [SEP] siap kak nasi uduk 12k per porsi total 96rb ya,nasi uduk,8,12000,2
kak bisa pesan 9 es nutri sarisweet guava dong [SEP] es nutri sarisweet guava rp 38.000 ya kak jadi 342k,es nutri sarisweet guava,9,38000,2
pesan 4 bakso rudal kak [SEP] baik kak bakso rudal 71k satuan totalnya rp 284.000,bakso rudal,4,71000,2
pesan 8 sop daging sapi masakan dong [SEP] oke noted,sop daging sapi masakan,8,-1,3
mau 2 kopi hitam gayo dong kak [SEP] siap kak kopi hitam gayo rp 57.000 per porsi total 114k ya,kopi hitam gayo,2,57000,3
mau 3 teh sereh kak [SEP] oke teh sereh harga 7k total rp21rb ya kak,teh sereh,3,7000,2
mau 5 ayam tauco dong kak [SEP] baik kak ayam tauco rp 66.000 satuan totalnya rp 330.000,ayam tauco,5,66000,1
2 jus wortel kak,jus wortel,2,-1,2
kak 10 nasi padang ya [SEP] baik kak nasi padang rp 42.000 satuan totalnya rp420rb,nasi padang,10,42000,2
pesan 6 chicken bbq dong [SEP] oke siap kak,chicken bbq,6,-1,2
pesan 6 bakso tenis ya [SEP] siap bakso tenis rp72rb totalnya 432 ribu kak,bakso tenis,6,72000,2
beli 3 latte [SEP] oke latte harga 36rb total 108.000 ya kak,latte,3,36000,2
boleh pesan 6 tempe penyet dong [SEP] siap tempe penyet 33.000 totalnya rp 198.000 kak,tempe penyet,6,33000,2
boleh pesan 8 es kopi susu pandan dong kak [SEP] siap kak es kopi susu pandan 60 ribu per porsi total 480k ya,es kopi susu pandan,8,60000,2
mau pesen 3 kwetiau siram [SEP] kwetiau siram 41 ribu ya kak jadi 123 ribu,kwetiau siram,3,41000,1
pak bisa pesan 6 beras giling masak nasi ya kak [SEP] baik kak beras giling masak nasi rp 45.000 satuan totalnya 270.000,beras giling masak nasi,6,45000,2
bisa pesan 3 nasi goreng xo seafood dong kak [SEP] noted kak nasi goreng xo seafood 60rb per porsi totalnya 180k,nasi goreng xo seafood,3,60000,1
beli 5 ayam geprek sambal penyet ya [SEP] oke kak ayam geprek sambal penyet harganya 43.000 totalnya rp 215.000,ayam geprek sambal penyet,5,43000,2
mas mau pesen 6 nasi hainan bbq combo dong [SEP] baik kak nasi hainan bbq combo 18rb satuan totalnya rp108rb,nasi hainan bbq combo,6,18000,1
minta 9 ayam sambal merah ya kak [SEP] oke kak pesanannya masuk ya,ayam sambal merah,9,-1,3
3 nasi bungkus ikan gembung dong kak [SEP] noted kak nasi bungkus ikan gembung 35k per porsi totalnya 105k,nasi bungkus ikan gembung,3,35000,2
minta 1 gongso iga nasi dong [SEP] siap kak gongso iga nasi 33k per porsi total 33 ribu ya,gongso iga nasi,1,33000,1
bang bisa request 10 nasi kotak wong soeroboyo dong kak [SEP] siap nasi kotak wong soeroboyo 6.000 totalnya 60k kak,nasi kotak wong soeroboyo,10,6000,3
bli 6 extra cheesy chicken cutlet curry dong kak [SEP] noted kak extra cheesy chicken cutlet curry 42 rb per porsi totalnya rp 252.000,extra cheesy chicken cutlet curry,6,42000,3
bu mau pesen 1 nasi goreng steak ayam ya [SEP] noted kak nasi goreng steak ayam rp34rb per porsi totalnya 34.000,nasi goreng steak ayam,1,34000,1
8 nasi cumi saos padang dong [SEP] siap nasi cumi saos padang rp 74.000 totalnya 592k kak,nasi cumi saos padang,8,74000,2
pesan 6 pangsit mie kuah nih [SEP] oke kak pesanannya masuk ya,pangsit mie kuah,6,-1,2
4 nasi telor dadar sambel matha ya kak [SEP] baik kak,nasi telor dadar sambel matha,4,-1,1
pesan 8 paru goreng pedes ya kak [SEP] noted kak ditunggu ya,paru goreng pedes,8,-1,3
minta 4 crispy chicken bbq aqua dong [SEP] crispy chicken bbq aqua 57.000 ya kak jadi rp228rb,crispy chicken bbq aqua,4,57000,1
10 mie tiaw biasa ya kak [SEP] baik kak mie tiaw biasa 65 ribu satuan totalnya 650k,mie tiaw biasa,10,65000,2
mau 1 kwetiau siram dong [SEP] siap kak kwetiau siram 8k per porsi total 8.000 ya,kwetiau siram,1,8000,2
10 pempek nih [SEP] pempek 12.000 ya kak jadi 120.000,pempek,10,12000,3
mau 8 bbq chicken wings dong kak [SEP] baik kak bbq chicken wings rp 14.000 satuan totalnya 112rb,bbq chicken wings,8,14000,1
kak mau order 8 es semangka india [SEP] oke es semangka india harga 21 ribu total rp 168.000 ya kak,es semangka india,8,21000,1
boleh pesan 6 chicken chop with mushroom sc dong kak [SEP] oke kak chicken chop with mushroom sc harganya rp 39.000 totalnya 234.000,chicken chop with mushroom sc,6,39000,2
pesan 2 kwetiau siram nih [SEP] noted kak kwetiau siram 11 ribu per porsi totalnya 22.000,kwetiau siram,2,11000,1
minta 6 nasi uduk kak [SEP] oke noted,nasi uduk,6,-1,3
minta 5 nasi goreng katsu ya [SEP] siap nasi goreng katsu 65k totalnya 325.000 kak,nasi goreng katsu,5,65000,2
minta 5 hot plate ayam paprika kak [SEP] oke kak hot plate ayam paprika harganya rp52rb totalnya 260rb,hot plate ayam paprika,5,52000,2
2 nasi goreng sosis telur ya [SEP] oke nasi goreng sosis telur harga rp 19.000 total 38 ribu ya kak,nasi goreng sosis telur,2,19000,1
kak mau pesen 10 special cookies n cream m [SEP] siap kak,special cookies n cream m,10,-1,1
kak mau pesen 10 butterscotch coffee latte [SEP] siap kak,butterscotch coffee latte,10,-1,3
mau 9 bihun balap biasa [SEP] oke kak bihun balap biasa harganya 6.000 totalnya 54k,bihun balap biasa,9,6000,1
boleh pesan 8 kosuka kopi susu karamel purin ya kak [SEP] noted kak kosuka kopi susu karamel purin 36k per porsi totalnya 288rb,kosuka kopi susu karamel purin,8,36000,1
boleh pesan 9 ifumie kuhgoreng dong kak [SEP] oke kak ifumie kuhgoreng harganya 3rb totalnya 27k,ifumie kuhgoreng,9,3000,2
mau 8 strawberry tea dong [SEP] siap kak strawberry tea 67k per porsi total 536k ya,strawberry tea,8,67000,2
kak mau pesen 2 mie hun bakso kak [SEP] siap kak,mie hun bakso,2,-1,2
minta 9 bolu susu red velvet nih [SEP] baik kak,bolu susu red velvet,9,-1,2
kak mau order 10 sei ayam bambu family size dong kak [SEP] sei ayam bambu family size rp 27.000 ya kak jadi 270 ribu,sei ayam bambu family size,10,27000,2
min 7 ayam geprek mozarella nasi dong kak [SEP] baik kak ayam geprek mozarella nasi rp9rb satuan totalnya 63.000,ayam geprek mozarella nasi,7,9000,3
boleh request 2 nasi kebuli kak [SEP] oke kak nasi kebuli harganya 28 ribu totalnya 56rb,nasi kebuli,2,28000,3
beli 7 kosuka kopi susu karamel purin dong kak [SEP] kosuka kopi susu karamel purin rp71rb ya kak jadi 497k,kosuka kopi susu karamel purin,7,71000,2
mau 1 bihun balap biasa dong kak [SEP] bihun balap biasa 48 ribu ya kak jadi 48 ribu,bihun balap biasa,1,48000,2
minta 6 rawon iga dong kak [SEP] siap kak,rawon iga,6,-1,3
pak maw pesen 9 chicken chop with mushroom sc nih [SEP] baik kak chicken chop with mushroom sc rp15rb satuan totalnya 135rb,chicken chop with mushroom sc,9,15000,3
beli 8 nastar toples segi empat ya kak [SEP] oke kak nastar toples segi empat harganya 53 ribu totalnya rp424rb,nastar toples segi empat,8,53000,2
minta 2 wedang uwuh [SEP] oke kak pesanannya masuk ya,wedang uwuh,2,-1,3
7 teh guava dong kak [SEP] baik kak teh guava rp 13.000 satuan totalnya 91rb,teh guava,7,13000,1
kak mau order 10 nasi campur telur kak [SEP] oke kak nasi campur telur harganya rp 5.000 totalnya 50 ribu,nasi campur telur,10,5000,2
bg mau pesen 7 bakso semar mendem ya kak [SEP] noted kak bakso semar mendem 27 ribu per porsi totalnya 189 ribu,bakso semar mendem,7,27000,1
mas bisa pesan 1 bakso kuah ceker [SEP] oke bakso kuah ceker harga 30rb total 30.000 ya kak,bakso kuah ceker,1,30000,2
bang 4 biasa telor ayam sosis nih [SEP] ok biasa telor ayam sosis hrg 59rb ttl 236k ya kak,biasa telor ayam sosis,4,59000,3
beli 9 roti bakso sapi dong kak [SEP] baik kak roti bakso sapi 37rb satuan totalnya rp 333.000,roti bakso sapi,9,37000,1
boleh pesan 6 jus lemon jumbo ya kak [SEP] oke kak jus lemon jumbo harganya 52rb totalnya 312.000,jus lemon jumbo,6,52000,1
minta 7 crepes nutella keju dong kak [SEP] siap crepes nutella keju 44.000 totalnya rp 308.000 kak,crepes nutella keju,7,44000,1
4 teh guava dong [SEP] oke siap kak,teh guava,4,-1,1
kk bisa pesan 6 chicken nugget stick nih [SEP] siap kak chicken nugget stick rp 41.000 per porsi total rp 246.000 ya,chicken nugget stick,6,41000,1
bang 5 es teh dong kak [SEP] oke es teh harga 17.000 total 85rb ya kak,es teh,5,17000,1
kak mau order 2 mie tom yum kak [SEP] siap kak mie tom yum 33k per porsi total rp66rb ya,mie tom yum,2,33000,3
kak 9 bakso gepeng [SEP] baik kak,bakso gepeng,9,-1,3
kak mau pesen 2 es semangka india [SEP] baik kak,es semangka india,2,-1,3
minta 3 cupcakes flower set ya [SEP] noted kak ditunggu ya,cupcakes flower set,3,-1,1
9 paru goreng pedes [SEP] noted kak ditunggu ya,paru goreng pedes,9,-1,2
boleh pesan 5 ayam bejeg cabe ijo nih [SEP] siap ayam bejeg cabe ijo rp56rb totalnya rp280rb kak,ayam bejeg cabe ijo,5,56000,1
6 kwetiau siram dong kak [SEP] baik kak kwetiau siram 70 ribu satuan totalnya rp 420.000,kwetiau siram,6,70000,2
pesan 4 chicken katsudon nih [SEP] noted kak chicken katsudon rp41rb per porsi totalnya 164.000,chicken katsudon,4,41000,1
pesan 2 es kopi susu gula aren [SEP] noted kak es kopi susu gula aren 66rb per porsi totalnya 132rb,es kopi susu gula aren,2,66000,1
boleh pesan 3 susu hangat nih [SEP] oke kak susu hangat harganya rp30rb totalnya 90k,susu hangat,3,30000,1
mau 2 nasi goreng jawa udang dong [SEP] noted kak nasi goreng jawa udang rp 24.000 per porsi totalnya 48k,nasi goreng jawa udang,2,24000,1
pesan 3 bakso kak [SEP] oke siap kak,bakso,3,-1,3
beli 6 bakso kuah dong [SEP] oke bakso kuah harga 23.000 total rp138rb ya kak,bakso kuah,6,23000,2
minta 6 ifu mie goreng telur [SEP] siap kak ifu mie goreng telur 36rb per porsi total 216rb ya,ifu mie goreng telur,6,36000,1
kk nmau pesen 8 ayam geprek mozzarela nih [SEP] noted kak ayam geprek mozzarela 29rb per porsi totalnya 232.000,ayam geprek mozzarela,8,29000,3
minta 6 frenc fries bbq cheese ya kak [SEP] siap frenc fries bbq cheese 62k totalnya 372k kak,frenc fries bbq cheese,6,62000,1
mau 5 kopi cincau hot ya [SEP] baik kak kopi cincau hot 27k satuan totalnya rp 135.000,kopi cincau hot,5,27000,2
mau 9 best of chicken burger dong [SEP] noted kak best of chicken burger 38.000 per porsi totalnya 342k,best of chicken burger,9,38000,1
bg mau pesen 5 kopi susu dong [SEP] oke kopi susu harga 55.000 total rp275rb ya kak,kopi susu,5,55000,1
minta 6 es kopi buco cokban nih [SEP] siiaapp es kopi buco cokban rp 65.000 totalnya 390 rb kak,es kopi buco cokban,6,65000,3
7 nasi bakar ayam bakar nih,nasi bakar ayam bakar,7,-1,2
pesan 4 mie kuning baksokuahgoreng [SEP] siap kak mie kuning baksokuahgoreng rp 24.000 per porsi total rp96rb ya,mie kuning baksokuahgoreng,4,24000,1
bu 4 takoyaki bakso ayam ya [SEP] takoyaki bakso ayam 23rb ya kak jadi 92 ribu,takoyaki bakso ayam,4,23000,1
pesan 4 ayam suwir mozza rice bowl [SEP] oke ayam suwir mozza rice bowl harga 44k total 176 ribu ya kak,ayam suwir mozza rice bowl,4,44000,1
beli 10 nasi padang nih [SEP] siap kak nasi padang 28k per porsi total 280.000 ya,nasi padang,10,28000,1
minta 4 bakso rudal dong kak [SEP] siap kak bakso rudal 35 ribu per porsi total rp140rb ya,bakso rudal,4,35000,1
8 es kopi susu pandan kak [SEP] oke kak es kopi susu pandan harganya 5k totalnya 40.000,es kopi susu pandan,8,5000,2
kk bisa pesan 3 chicken porridge kak [SEP] chicken porridge rp8rb ya kak jadi 24k,chicken porridge,3,8000,1
mau 2 coklat susu batang kak [SEP] siap kak coklat susu batang 35k per porsi total rp70rb ya,coklat susu batang,2,35000,1
boleh pesan 7 nasi penyetan ya [SEP] oke nasi penyetan harga 54 ribu total rp 378.000 ya kak,nasi penyetan,7,54000,1
mau 1 jus belimbing dong kak [SEP] siap kak jus belimbing 29k per porsi total 29rb ya,jus belimbing,1,29000,1
pesan 3 es dawet nih,es dawet,3,-1,1
kak bisa pesan 10 mie gobyoss telor nungget dong [SEP] baik kak mie gobyoss telor nungget rp46rb satuan totalnya rp 460.000,mie gobyoss telor nungget,10,46000,2
10 mie gobyoss telor nungget kak [SEP] siap mie gobyoss telor nungget 13 ribu totalnya rp 130.000 kak,mie gobyoss telor nungget,10,13000,1
mau 8 mie ayam bakso dong kak [SEP] siap kak mie ayam bakso 62rb per porsi total 496k ya,mie ayam bakso,8,62000,2
boleh pesan 5 es kelapa muda ya [SEP] siap kak es kelapa muda 59rb per porsi total 295.000 ya,es kelapa muda,5,59000,2
6 es blander good day freze kak [SEP] okz kak es blander good day freze harganya 74 rbu totalnya rp444rb,es blander good day freze,6,74000,3
2 ifu mie goreng telur [SEP] baik kak ifu mie goreng telur 58k satuan totalnya 116k,ifu mie goreng telur,2,58000,1
minta 6 ayam penyet pkt santap dong [SEP] siap kak ayam penyet pkt santap 36.000 per porsi total 216rb ya,ayam penyet pkt santap,6,36000,1
beli 8 chicken karaage kak [SEP] oke kak chicken karaage harganya 19 ribu totalnya rp152rb,chicken karaage,8,19000,1
kak may order 3 coklat susu batang [SEP] siaaap coklat susu batang 67rb totalnya 201 ribu kak,coklat susu batang,3,67000,3
bisa pesan 10 susu taro [SEP] noted kak susu taro 23 ribu per porsi totalnya rp230rb,susu taro,10,23000,2
10 es kopi buco cokban nih [SEP] siap es kopi buco cokban rp 67.000 totalnya 670k kak,es kopi buco cokban,10,67000,1
kak mau order 2 es kopi susu pandan kak [SEP] noted kak es kopi susu pandan 11.000 per porsi totalnya rp22rb,es kopi susu pandan,2,11000,2
minta 7 poached chicken nih [SEP] oke poached chicken harga rp 72.000 total 504.000 ya kak,poached chicken,7,72000,1
mau pesen 3 nasi penyet terong ya [SEP] nasi penyet terong 47.000 ya kak jadi 141rb,nasi penyet terong,3,47000,3
kak mau pesen 6 tahu bakso goreng tabagor kak [SEP] oke siap kak,tahu bakso goreng tabagor,6,-1,1
minta 8 hot plate ayam saus pedas dong [SEP] oke kak hot plate ayam saus pedas harganya 54.000 totalnya rp 432.000,hot plate ayam saus pedas,8,54000,1
mbak 6 nasi goreng [SEP] nasi goreng 15k ya kak jadi 90k,nasi goreng,6,15000,1
8 mie ayam bakso [SEP] siap kak mie ayam bakso 19rb per porsi total 152rb ya,mie ayam bakso,8,19000,3
kak mauuuu order 1 nasi bungkus ikan gembung nih [SEP] siap nasi bungkus ikan gembung 62.000 totalnya 62.000 kak,nasi bungkus ikan gembung,1,62000,3
beli 8 mie terocok ya kak [SEP] mie terocok 36rb ya kak jadi rp 288.000,mie terocok,8,36000,2
bl 9 bawal hitam goreng kering dong kak [SEP] oke bawal hitam goreng kering nharga rp23rb ttl 207.000 ya kak,bawal hitam goreng kering,9,23000,3
minta 8 es campur dong [SEP] baik kak,es campur,8,-1,3
6 gochujang chicken kak [SEP] oke noted,gochujang chicken,6,-1,1
mas 8 coklat hangat ya kak,coklat hangat,8,-1,1
kak mau order 4 bakso lava poyo ya [SEP] siap kak bakso lava poyo 65k per porsi total 260rb ya,bakso lava poyo,4,65000,2
mau 6 es jeruk ya [SEP] noted kak es jeruk 55 ribu per porsi totalnya 330.000,es jeruk,6,55000,2
